PLSCT00000016654	PANTHER:PTHR10067,PANTHER:PTHR10067:SF2
PLSCT00000016776	PANTHER:PTHR30612,PANTHER:PTHR30612:SF4
PLSCT00000011306	PANTHER:PTHR11695,PANTHER:PTHR11695:SF579
PLSCT00000010568	PANTHER:PTHR31989,PANTHER:PTHR31989:SF27
PLSCT00000014251	PANTHER:PTHR24089,PANTHER:PTHR24089:SF41
PLSCT00000010051	PANTHER:PTHR13832,PANTHER:PTHR13832:SF372
PLSCT00000012487	PANTHER:PTHR11626,PANTHER:PTHR11626:SF2
PLSCT00000008817	PANTHER:PTHR13018,PANTHER:PTHR13018:SF47
PLSCT00000006143	PANTHER:PTHR37243
PLSCT00000001127	PANTHER:PTHR16266,PANTHER:PTHR16266:SF17
PLSCT00000002340	PANTHER:PTHR13043
PLSCT00000018056	PANTHER:PTHR19854,PANTHER:PTHR19854:SF1
PLSCT00000005238	PANTHER:PTHR35112
PLSCT00000008386	PANTHER:PTHR31717,PANTHER:PTHR31717:SF3
PLSCT00000004436	PANTHER:PTHR11200,PANTHER:PTHR11200:SF133
PLSCT00000005763	PANTHER:PTHR12606,PANTHER:PTHR12606:SF28
PLSCT00000013966	PANTHER:PTHR24221,PANTHER:PTHR24221:SF18
PLSCT00000010088	PANTHER:PTHR35136,PANTHER:PTHR35136:SF1
PLSCT00000015977	PANTHER:PTHR10909,PANTHER:PTHR10909:SF11
PLSCT00000008981	PANTHER:PTHR24092,PANTHER:PTHR24092:SF85
PLSCT00000016706	PANTHER:PTHR13832,PANTHER:PTHR13832:SF267
PLSCT00000018635	PANTHER:PTHR23241,PANTHER:PTHR23241:SF50
PLSCT00000008053	PANTHER:PTHR18916
PLSCT00000001229	PANTHER:PTHR18968,PANTHER:PTHR18968:SF6
PLSCT00000017773	PANTHER:PTHR27006
PLSCT00000006644	PANTHER:PTHR24056,PANTHER:PTHR24056:SF178
PLSCT00000015021	PANTHER:PTHR31769,PANTHER:PTHR31769:SF9
PLSCT00000012333	PANTHER:PTHR19321,PANTHER:PTHR19321:SF7
PLSCT00000010658	PANTHER:PTHR12972
PLSCT00000004425	PANTHER:PTHR23070
PLSCT00000015447	PANTHER:PTHR12961
PLSCT00000005492	PANTHER:PTHR12192,PANTHER:PTHR12192:SF2
PLSCT00000002651	PANTHER:PTHR16026
PLSCT00000010536	PANTHER:PTHR13748,PANTHER:PTHR13748:SF40
PLSCT00000011551	PANTHER:PTHR23244,PANTHER:PTHR23244:SF262
PLSCT00000016363	PANTHER:PTHR22893,PANTHER:PTHR22893:SF67
PLSCT00000006940	PANTHER:PTHR12100,PANTHER:PTHR12100:SF0
PLSCT00000021173	PANTHER:PTHR21426,PANTHER:PTHR21426:SF12
PLSCT00000015560	PANTHER:PTHR21597,PANTHER:PTHR21597:SF0
PLSCT00000016422	PANTHER:PTHR10644,PANTHER:PTHR10644:SF1
PLSCT00000014685	PANTHER:PTHR13844,PANTHER:PTHR13844:SF7
PLSCT00000016955	PANTHER:PTHR11638,PANTHER:PTHR11638:SF118
PLSCT00000020132	PANTHER:PTHR23500,PANTHER:PTHR23500:SF52
PLSCT00000006749	PANTHER:PTHR24058,PANTHER:PTHR24058:SF17
PLSCT00000021468	PANTHER:PTHR21373
PLSCT00000009085	PANTHER:PTHR22953,PANTHER:PTHR22953:SF5
PLSCT00000011688	PANTHER:PTHR24220
PLSCT00000020099	PANTHER:PTHR11040,PANTHER:PTHR11040:SF23
PLSCT00000015313	PANTHER:PTHR11777,PANTHER:PTHR11777:SF7
PLSCT00000009393	PANTHER:PTHR21663,PANTHER:PTHR21663:SF0
PLSCT00000007172	PANTHER:PTHR10585,PANTHER:PTHR10585:SF10
PLSCT00000005651	PANTHER:PTHR31657,PANTHER:PTHR31657:SF9
PLSCT00000016493	PANTHER:PTHR20854,PANTHER:PTHR20854:SF17
PLSCT00000008162	PANTHER:PTHR19961,PANTHER:PTHR19961:SF25
PLSCT00000018621	PANTHER:PTHR12452
PLSCT00000009988	PANTHER:PTHR10783
PLSCT00000014671	PANTHER:PTHR31153
PLSCT00000012967	PANTHER:PTHR10314,PANTHER:PTHR10314:SF110
PLSCT00000011514	PANTHER:PTHR20881,PANTHER:PTHR20881:SF0
PLSCT00000016029	PANTHER:PTHR21422,PANTHER:PTHR21422:SF3
PLSCT00000016263	PANTHER:PTHR23423,PANTHER:PTHR23423:SF23
PLSCT00000014686	PANTHER:PTHR10553,PANTHER:PTHR10553:SF9
PLSCT00000003100	PANTHER:PTHR31460,PANTHER:PTHR31460:SF3
PLSCT00000016747	PANTHER:PTHR10476,PANTHER:PTHR10476:SF10
PLSCT00000019767	PANTHER:PTHR12715,PANTHER:PTHR12715:SF8
PLSCT00000019850	PANTHER:PTHR19139,PANTHER:PTHR19139:SF135
PLSCT00000019683	PANTHER:PTHR10322,PANTHER:PTHR10322:SF21
PLSCT00000005126	PANTHER:PTHR11757,PANTHER:PTHR11757:SF10
PLSCT00000021400	PANTHER:PTHR27001,PANTHER:PTHR27001:SF237
PLSCT00000020900	PANTHER:PTHR10013
PLSCT00000014751	PANTHER:PTHR24296,PANTHER:PTHR24296:SF8
PLSCT00000012827	PANTHER:PTHR14190,PANTHER:PTHR14190:SF7
PLSCT00000005234	PANTHER:PTHR12064,PANTHER:PTHR12064:SF32
PLSCT00000021077	PANTHER:PTHR10013
PLSCT00000016047	PANTHER:PTHR18640,PANTHER:PTHR18640:SF9
PLSCT00000012469	PANTHER:PTHR22847
PLSCT00000002222	PANTHER:PTHR10994,PANTHER:PTHR10994:SF69
PLSCT00000009509	PANTHER:PTHR23500,PANTHER:PTHR23500:SF47
PLSCT00000014101	PANTHER:PTHR10334,PANTHER:PTHR10334:SF204
PLSCT00000012796	PANTHER:PTHR23314
PLSCT00000004458	PANTHER:PTHR36064
PLSCT00000011764	PANTHER:PTHR22814,PANTHER:PTHR22814:SF105
PLSCT00000000678	PANTHER:PTHR34455,PANTHER:PTHR34455:SF1
PLSCT00000007934	PANTHER:PTHR27008
PLSCT00000012205	PANTHER:PTHR24056,PANTHER:PTHR24056:SF0
PLSCT00000003244	PANTHER:PTHR14237,PANTHER:PTHR14237:SF30
PLSCT00000006307	PANTHER:PTHR11680,PANTHER:PTHR11680:SF10
PLSCT00000008591	PANTHER:PTHR10804,PANTHER:PTHR10804:SF68
PLSCT00000003554	PANTHER:PTHR10658
PLSCT00000013975	PANTHER:PTHR24221,PANTHER:PTHR24221:SF18
PLSCT00000011366	PANTHER:PTHR27000,PANTHER:PTHR27000:SF55
PLSCT00000003780	PANTHER:PTHR30540,PANTHER:PTHR30540:SF9
PLSCT00000004548	PANTHER:PTHR23428
PLSCT00000007407	PANTHER:PTHR12103,PANTHER:PTHR12103:SF15
PLSCT00000003440	PANTHER:PTHR11353,PANTHER:PTHR11353:SF93
PLSCT00000019646	PANTHER:PTHR11934,PANTHER:PTHR11934:SF7
PLSCT00000008474	PANTHER:PTHR12592,PANTHER:PTHR12592:SF0
PLSCT00000001659	PANTHER:PTHR31851,PANTHER:PTHR31851:SF8
PLSCT00000010409	PANTHER:PTHR33600,PANTHER:PTHR33600:SF3
PLSCT00000011158	PANTHER:PTHR10150
PLSCT00000012236	PANTHER:PTHR27001,PANTHER:PTHR27001:SF44
PLSCT00000017833	PANTHER:PTHR12741,PANTHER:PTHR12741:SF14
PLSCT00000019518	PANTHER:PTHR24096,PANTHER:PTHR24096:SF134
PLSCT00000015320	PANTHER:PTHR16301,PANTHER:PTHR16301:SF0
PLSCT00000009204	PANTHER:PTHR10110,PANTHER:PTHR10110:SF86
PLSCT00000019950	PANTHER:PTHR18937,PANTHER:PTHR18937:SF177
PLSCT00000021469	PANTHER:PTHR11802,PANTHER:PTHR11802:SF79
PLSCT00000013169	PANTHER:PTHR19241,PANTHER:PTHR19241:SF290
PLSCT00000013728	PANTHER:PTHR15238,PANTHER:PTHR15238:SF10
PLSCT00000008435	PANTHER:PTHR23272
PLSCT00000021429	PANTHER:PTHR21716,PANTHER:PTHR21716:SF4
PLSCT00000020291	PANTHER:PTHR11130,PANTHER:PTHR11130:SF0
PLSCT00000016046	PANTHER:PTHR18640,PANTHER:PTHR18640:SF9
PLSCT00000014920	PANTHER:PTHR11566,PANTHER:PTHR11566:SF80
PLSCT00000016738	PANTHER:PTHR31301
PLSCT00000012770	PANTHER:PTHR22950,PANTHER:PTHR22950:SF230
PLSCT00000003091	PANTHER:PTHR11802,PANTHER:PTHR11802:SF73
PLSCT00000013647	PANTHER:PTHR10412,PANTHER:PTHR10412:SF10
PLSCT00000021621	PANTHER:PTHR13803,PANTHER:PTHR13803:SF10
PLSCT00000009274	PANTHER:PTHR24031,PANTHER:PTHR24031:SF23
PLSCT00000021328	PANTHER:PTHR23317,PANTHER:PTHR23317:SF76
PLSCT00000005134	PANTHER:PTHR21649,PANTHER:PTHR21649:SF8
PLSCT00000001742	PANTHER:PTHR13582
PLSCT00000016413	PANTHER:PTHR12834,PANTHER:PTHR12834:SF12
PLSCT00000020344	PANTHER:PTHR24221,PANTHER:PTHR24221:SF18
PLSCT00000011377	PANTHER:PTHR31140,PANTHER:PTHR31140:SF1
PLSCT00000001517	PANTHER:PTHR13620
PLSCT00000004318	PANTHER:PTHR31717,PANTHER:PTHR31717:SF8
PLSCT00000000557	PANTHER:PTHR10799,PANTHER:PTHR10799:SF70
PLSCT00000004483	PANTHER:PTHR30603,PANTHER:PTHR30603:SF14
PLSCT00000007728	PANTHER:PTHR11937,PANTHER:PTHR11937:SF13
PLSCT00000001869	PANTHER:PTHR24221
PLSCT00000015853	PANTHER:PTHR23422,PANTHER:PTHR23422:SF9
PLSCT00000014714	PANTHER:PTHR21493,PANTHER:PTHR21493:SF4
PLSCT00000019200	PANTHER:PTHR23092,PANTHER:PTHR23092:SF1
PLSCT00000003202	PANTHER:PTHR15921,PANTHER:PTHR15921:SF3
PLSCT00000007511	PANTHER:PTHR24067,PANTHER:PTHR24067:SF155
PLSCT00000011991	PANTHER:PTHR23257,PANTHER:PTHR23257:SF545
PLSCT00000020193	PANTHER:PTHR34284,PANTHER:PTHR34284:SF1
PLSCT00000020317	PANTHER:PTHR10739,PANTHER:PTHR10739:SF29
PLSCT00000006583	PANTHER:PTHR36839,PANTHER:PTHR36839:SF1
PLSCT00000011118	PANTHER:PTHR34055,PANTHER:PTHR34055:SF1
PLSCT00000000470	PANTHER:PTHR10217,PANTHER:PTHR10217:SF504
PLSCT00000018868	PANTHER:PTHR11711,PANTHER:PTHR11711:SF177
PLSCT00000002647	PANTHER:PTHR35319
PLSCT00000015804	PANTHER:PTHR10217,PANTHER:PTHR10217:SF504
PLSCT00000005389	PANTHER:PTHR33477,PANTHER:PTHR33477:SF2
PLSCT00000002125	PANTHER:PTHR21485,PANTHER:PTHR21485:SF4
PLSCT00000012428	PANTHER:PTHR11203,PANTHER:PTHR11203:SF37
PLSCT00000010919	PANTHER:PTHR10681
PLSCT00000005402	PANTHER:PTHR10584,PANTHER:PTHR10584:SF166
PLSCT00000004408	PANTHER:PTHR32285,PANTHER:PTHR32285:SF63
PLSCT00000000402	PANTHER:PTHR31339
PLSCT00000002635	PANTHER:PTHR21243
PLSCT00000015323	PANTHER:PTHR31862
PLSCT00000001990	PANTHER:PTHR24128,PANTHER:PTHR24128:SF13
PLSCT00000008828	PANTHER:PTHR11405
PLSCT00000005284	PANTHER:PTHR24015,PANTHER:PTHR24015:SF203
PLSCT00000020859	PANTHER:PTHR19845,PANTHER:PTHR19845:SF6
PLSCT00000019246	PANTHER:PTHR33294,PANTHER:PTHR33294:SF6
PLSCT00000019023	PANTHER:PTHR24031,PANTHER:PTHR24031:SF248
PLSCT00000004814	PANTHER:PTHR35693
PLSCT00000020045	PANTHER:PTHR32370
PLSCT00000014616	PANTHER:PTHR31155,PANTHER:PTHR31155:SF9
PLSCT00000014979	PANTHER:PTHR11361,PANTHER:PTHR11361:SF35
PLSCT00000011944	PANTHER:PTHR13112,PANTHER:PTHR13112:SF0
PLSCT00000006280	PANTHER:PTHR10871,PANTHER:PTHR10871:SF6
PLSCT00000008790	PANTHER:PTHR18063
PLSCT00000020180	PANTHER:PTHR11006,PANTHER:PTHR11006:SF56
PLSCT00000017126	PANTHER:PTHR12170,PANTHER:PTHR12170:SF2
PLSCT00000017866	PANTHER:PTHR22942,PANTHER:PTHR22942:SF15
PLSCT00000004018	PANTHER:PTHR10993,PANTHER:PTHR10993:SF7
PLSCT00000015956	PANTHER:PTHR34131,PANTHER:PTHR34131:SF2
PLSCT00000019502	PANTHER:PTHR37703,PANTHER:PTHR37703:SF1
PLSCT00000019652	PANTHER:PTHR24115,PANTHER:PTHR24115:SF136
PLSCT00000018091	PANTHER:PTHR14194,PANTHER:PTHR14194:SF38
PLSCT00000009129	PANTHER:PTHR10169,PANTHER:PTHR10169:SF35
PLSCT00000004201	PANTHER:PTHR11034,PANTHER:PTHR11034:SF23
PLSCT00000015828	PANTHER:PTHR14659,PANTHER:PTHR14659:SF1
PLSCT00000004283	PANTHER:PTHR10869,PANTHER:PTHR10869:SF42
PLSCT00000019121	PANTHER:PTHR27006
PLSCT00000021597	PANTHER:PTHR10484
PLSCT00000020631	PANTHER:PTHR12947,PANTHER:PTHR12947:SF4
PLSCT00000012640	PANTHER:PTHR24058,PANTHER:PTHR24058:SF22
PLSCT00000017201	PANTHER:PTHR24006
PLSCT00000008234	PANTHER:PTHR10457,PANTHER:PTHR10457:SF4
PLSCT00000006704	PANTHER:PTHR10190
PLSCT00000015716	PANTHER:PTHR31409,PANTHER:PTHR31409:SF0
PLSCT00000020470	PANTHER:PTHR23115,PANTHER:PTHR23115:SF184
PLSCT00000000591	PANTHER:PTHR31901
PLSCT00000013104	PANTHER:PTHR12100,PANTHER:PTHR12100:SF0
PLSCT00000006407	PANTHER:PTHR13683,PANTHER:PTHR13683:SF267
PLSCT00000000278	PANTHER:PTHR12308
PLSCT00000014572	PANTHER:PTHR11627
PLSCT00000011755	PANTHER:PTHR23322,PANTHER:PTHR23322:SF1
PLSCT00000004141	PANTHER:PTHR14604,PANTHER:PTHR14604:SF3
PLSCT00000012370	PANTHER:PTHR21499,PANTHER:PTHR21499:SF1
PLSCT00000018315	PANTHER:PTHR10497
PLSCT00000012303	PANTHER:PTHR20275,PANTHER:PTHR20275:SF6
PLSCT00000002213	PANTHER:PTHR15092,PANTHER:PTHR15092:SF22
PLSCT00000007876	PANTHER:PTHR24012,PANTHER:PTHR24012:SF243
PLSCT00000005554	PANTHER:PTHR12897
PLSCT00000021226	PANTHER:PTHR15439,PANTHER:PTHR15439:SF7
PLSCT00000011535	PANTHER:PTHR10551,PANTHER:PTHR10551:SF12
PLSCT00000002731	PANTHER:PTHR31288,PANTHER:PTHR31288:SF10
PLSCT00000021495	PANTHER:PTHR24012,PANTHER:PTHR24012:SF414
PLSCT00000009337	PANTHER:PTHR14950,PANTHER:PTHR14950:SF21
PLSCT00000007967	PANTHER:PTHR12979,PANTHER:PTHR12979:SF5
PLSCT00000009512	PANTHER:PTHR11662,PANTHER:PTHR11662:SF282
PLSCT00000013698	PANTHER:PTHR11740,PANTHER:PTHR11740:SF4
PLSCT00000000883	PANTHER:PTHR31741,PANTHER:PTHR31741:SF14
PLSCT00000010215	PANTHER:PTHR22573,PANTHER:PTHR22573:SF15
PLSCT00000016518	PANTHER:PTHR13090
PLSCT00000011096	PANTHER:PTHR31235
PLSCT00000018753	PANTHER:PTHR10114
PLSCT00000020275	PANTHER:PTHR11361,PANTHER:PTHR11361:SF81
PLSCT00000009858	PANTHER:PTHR11782,PANTHER:PTHR11782:SF3
PLSCT00000002112	PANTHER:PTHR12642,PANTHER:PTHR12642:SF0
PLSCT00000020927	PANTHER:PTHR11670,PANTHER:PTHR11670:SF40
PLSCT00000005838	PANTHER:PTHR19288,PANTHER:PTHR19288:SF25
PLSCT00000000529	PANTHER:PTHR12741,PANTHER:PTHR12741:SF12
PLSCT00000000397	PANTHER:PTHR18359
PLSCT00000017019	PANTHER:PTHR32176
PLSCT00000015513	PANTHER:PTHR10322,PANTHER:PTHR10322:SF23
PLSCT00000015392	PANTHER:PTHR16092,PANTHER:PTHR16092:SF21
PLSCT00000013791	PANTHER:PTHR10217,PANTHER:PTHR10217:SF494
PLSCT00000014203	PANTHER:PTHR23088,PANTHER:PTHR23088:SF27
PLSCT00000014930	PANTHER:PTHR11076
PLSCT00000020357	PANTHER:PTHR23273,PANTHER:PTHR23273:SF4
PLSCT00000018896	PANTHER:PTHR21649,PANTHER:PTHR21649:SF24
PLSCT00000017489	PANTHER:PTHR12111,PANTHER:PTHR12111:SF2
PLSCT00000002516	PANTHER:PTHR31803,PANTHER:PTHR31803:SF2
PLSCT00000008204	PANTHER:PTHR31321
PLSCT00000008318	PANTHER:PTHR19278,PANTHER:PTHR19278:SF9
PLSCT00000021014	PANTHER:PTHR13778,PANTHER:PTHR13778:SF1
PLSCT00000003617	PANTHER:PTHR11073,PANTHER:PTHR11073:SF6
PLSCT00000016720	PANTHER:PTHR10971
PLSCT00000005652	PANTHER:PTHR12741,PANTHER:PTHR12741:SF14
PLSCT00000006169	PANTHER:PTHR14950
PLSCT00000014024	PANTHER:PTHR23504,PANTHER:PTHR23504:SF29
PLSCT00000000834	PANTHER:PTHR27007
PLSCT00000010047	PANTHER:PTHR27006
PLSCT00000011039	PANTHER:PTHR11946,PANTHER:PTHR11946:SF86
PLSCT00000015579	PANTHER:PTHR11751,PANTHER:PTHR11751:SF376
PLSCT00000010003	PANTHER:PTHR11706,PANTHER:PTHR11706:SF45
PLSCT00000004315	PANTHER:PTHR21493,PANTHER:PTHR21493:SF140
PLSCT00000006041	PANTHER:PTHR12681,PANTHER:PTHR12681:SF4
PLSCT00000002921	PANTHER:PTHR12029,PANTHER:PTHR12029:SF45
PLSCT00000020451	PANTHER:PTHR23155
PLSCT00000000432	PANTHER:PTHR11566,PANTHER:PTHR11566:SF57
PLSCT00000001532	PANTHER:PTHR32011,PANTHER:PTHR32011:SF2
PLSCT00000003635	PANTHER:PTHR19918
PLSCT00000000808	PANTHER:PTHR24151
PLSCT00000018116	PANTHER:PTHR30602,PANTHER:PTHR30602:SF4
PLSCT00000008787	PANTHER:PTHR27007
PLSCT00000005257	PANTHER:PTHR11071,PANTHER:PTHR11071:SF291
PLSCT00000020334	PANTHER:PTHR11440,PANTHER:PTHR11440:SF4
PLSCT00000013265	PANTHER:PTHR12181,PANTHER:PTHR12181:SF35
PLSCT00000003561	PANTHER:PTHR10774,PANTHER:PTHR10774:SF51
PLSCT00000016779	PANTHER:PTHR31065,PANTHER:PTHR31065:SF2
PLSCT00000003489	PANTHER:PTHR31407,PANTHER:PTHR31407:SF18
PLSCT00000000978	PANTHER:PTHR31563,PANTHER:PTHR31563:SF2
PLSCT00000011539	PANTHER:PTHR22950,PANTHER:PTHR22950:SF230
PLSCT00000017438	PANTHER:PTHR11183,PANTHER:PTHR11183:SF55
PLSCT00000009236	PANTHER:PTHR24089,PANTHER:PTHR24089:SF393
PLSCT00000010031	PANTHER:PTHR31739
PLSCT00000001143	PANTHER:PTHR10229,PANTHER:PTHR10229:SF0
PLSCT00000013401	PANTHER:PTHR36332
PLSCT00000013790	PANTHER:PTHR24351
PLSCT00000005118	PANTHER:PTHR31149,PANTHER:PTHR31149:SF6
PLSCT00000000196	PANTHER:PTHR21683,PANTHER:PTHR21683:SF3
PLSCT00000013514	PANTHER:PTHR22769,PANTHER:PTHR22769:SF7
PLSCT00000003760	PANTHER:PTHR24015,PANTHER:PTHR24015:SF319
PLSCT00000016021	PANTHER:PTHR22981,PANTHER:PTHR22981:SF54
PLSCT00000012078	PANTHER:PTHR35455,PANTHER:PTHR35455:SF1
PLSCT00000018928	PANTHER:PTHR11863,PANTHER:PTHR11863:SF22
PLSCT00000013120	PANTHER:PTHR31250
PLSCT00000010563	PANTHER:PTHR10217,PANTHER:PTHR10217:SF494
PLSCT00000015164	PANTHER:PTHR11089,PANTHER:PTHR11089:SF43
PLSCT00000014408	PANTHER:PTHR12170,PANTHER:PTHR12170:SF3
PLSCT00000008718	PANTHER:PTHR24015,PANTHER:PTHR24015:SF813
PLSCT00000017234	PANTHER:PTHR13832,PANTHER:PTHR13832:SF333
PLSCT00000001505	PANTHER:PTHR23050
PLSCT00000003475	PANTHER:PTHR34214,PANTHER:PTHR34214:SF3
PLSCT00000009233	PANTHER:PTHR35756,PANTHER:PTHR35756:SF1
PLSCT00000008669	PANTHER:PTHR20855,PANTHER:PTHR20855:SF52
PLSCT00000002637	PANTHER:PTHR13992
PLSCT00000005923	PANTHER:PTHR21236,PANTHER:PTHR21236:SF9
PLSCT00000004091	PANTHER:PTHR36315,PANTHER:PTHR36315:SF1
PLSCT00000008983	PANTHER:PTHR24092,PANTHER:PTHR24092:SF85
PLSCT00000018481	PANTHER:PTHR19317,PANTHER:PTHR19317:SF9
PLSCT00000012165	PANTHER:PTHR10799
PLSCT00000004161	PANTHER:PTHR24015
PLSCT00000008330	PANTHER:PTHR24104,PANTHER:PTHR24104:SF10
PLSCT00000018175	PANTHER:PTHR10108,PANTHER:PTHR10108:SF784
PLSCT00000000653	PANTHER:PTHR31246
PLSCT00000011230	PANTHER:PTHR18937,PANTHER:PTHR18937:SF223
PLSCT00000012802	PANTHER:PTHR13235
PLSCT00000002820	PANTHER:PTHR27006,PANTHER:PTHR27006:SF29
PLSCT00000006033	PANTHER:PTHR11599,PANTHER:PTHR11599:SF11
PLSCT00000009041	PANTHER:PTHR31717,PANTHER:PTHR31717:SF8
PLSCT00000021280	PANTHER:PTHR23051,PANTHER:PTHR23051:SF2
PLSCT00000005013	PANTHER:PTHR11361,PANTHER:PTHR11361:SF89
PLSCT00000009570	PANTHER:PTHR10909,PANTHER:PTHR10909:SF317
PLSCT00000020139	PANTHER:PTHR11748,PANTHER:PTHR11748:SF35
PLSCT00000007029	PANTHER:PTHR10108,PANTHER:PTHR10108:SF803
PLSCT00000007872	PANTHER:PTHR14140
PLSCT00000012518	PANTHER:PTHR21450
PLSCT00000019921	PANTHER:PTHR24093,PANTHER:PTHR24093:SF124
PLSCT00000006592	PANTHER:PTHR12770,PANTHER:PTHR12770:SF24
PLSCT00000014312	PANTHER:PTHR10188,PANTHER:PTHR10188:SF8
PLSCT00000014753	PANTHER:PTHR31352,PANTHER:PTHR31352:SF2
PLSCT00000014898	PANTHER:PTHR10825,PANTHER:PTHR10825:SF33
PLSCT00000016535	PANTHER:PTHR11524
PLSCT00000005372	PANTHER:PTHR11440
PLSCT00000016920	PANTHER:PTHR11711,PANTHER:PTHR11711:SF168
PLSCT00000002032	PANTHER:PTHR36034
PLSCT00000006725	PANTHER:PTHR31835,PANTHER:PTHR31835:SF1
PLSCT00000013903	PANTHER:PTHR31446,PANTHER:PTHR31446:SF4
PLSCT00000011581	PANTHER:PTHR27000,PANTHER:PTHR27000:SF30
PLSCT00000010773	PANTHER:PTHR31394,PANTHER:PTHR31394:SF1
PLSCT00000005609	PANTHER:PTHR31363,PANTHER:PTHR31363:SF0
PLSCT00000015324	PANTHER:PTHR33428,PANTHER:PTHR33428:SF1
PLSCT00000006931	PANTHER:PTHR23241,PANTHER:PTHR23241:SF50
PLSCT00000019581	PANTHER:PTHR22835,PANTHER:PTHR22835:SF216
PLSCT00000017206	PANTHER:PTHR10887,PANTHER:PTHR10887:SF378
PLSCT00000014244	PANTHER:PTHR11946,PANTHER:PTHR11946:SF76
PLSCT00000011235	PANTHER:PTHR31964,PANTHER:PTHR31964:SF23
PLSCT00000003644	PANTHER:PTHR11629
PLSCT00000020850	PANTHER:PTHR23068,PANTHER:PTHR23068:SF3
PLSCT00000005810	PANTHER:PTHR13009,PANTHER:PTHR13009:SF8
PLSCT00000009726	PANTHER:PTHR11774,PANTHER:PTHR11774:SF6
PLSCT00000007818	PANTHER:PTHR31620,PANTHER:PTHR31620:SF5
PLSCT00000016370	PANTHER:PTHR28234,PANTHER:PTHR28234:SF1
PLSCT00000001813	PANTHER:PTHR10165,PANTHER:PTHR10165:SF80
PLSCT00000004738	PANTHER:PTHR10527,PANTHER:PTHR10527:SF29
PLSCT00000004399	PANTHER:PTHR24073,PANTHER:PTHR24073:SF579
PLSCT00000005172	PANTHER:PTHR23152,PANTHER:PTHR23152:SF4
PLSCT00000014226	PANTHER:PTHR24031,PANTHER:PTHR24031:SF313
PLSCT00000014981	PANTHER:PTHR11851,PANTHER:PTHR11851:SF133
PLSCT00000006399	PANTHER:PTHR11749
PLSCT00000011106	PANTHER:PTHR11042,PANTHER:PTHR11042:SF69
PLSCT00000011264	PANTHER:PTHR10060,PANTHER:PTHR10060:SF15
PLSCT00000014124	PANTHER:PTHR23135,PANTHER:PTHR23135:SF16
PLSCT00000018343	PANTHER:PTHR27001,PANTHER:PTHR27001:SF41
PLSCT00000006499	PANTHER:PTHR27000
PLSCT00000020368	PANTHER:PTHR12135,PANTHER:PTHR12135:SF0
PLSCT00000011626	PANTHER:PTHR14003
PLSCT00000012803	PANTHER:PTHR31213,PANTHER:PTHR31213:SF3
PLSCT00000006378	PANTHER:PTHR11863,PANTHER:PTHR11863:SF56
PLSCT00000020263	PANTHER:PTHR11200,PANTHER:PTHR11200:SF136
PLSCT00000004720	PANTHER:PTHR22835,PANTHER:PTHR22835:SF216
PLSCT00000000965	PANTHER:PTHR24089,PANTHER:PTHR24089:SF107
PLSCT00000020445	PANTHER:PTHR11040,PANTHER:PTHR11040:SF70
PLSCT00000021123	PANTHER:PTHR10357,PANTHER:PTHR10357:SF115
PLSCT00000014697	PANTHER:PTHR24353,PANTHER:PTHR24353:SF80
PLSCT00000007864	PANTHER:PTHR23422,PANTHER:PTHR23422:SF11
PLSCT00000021158	PANTHER:PTHR11139,PANTHER:PTHR11139:SF9
PLSCT00000021204	PANTHER:PTHR21649
PLSCT00000003083	PANTHER:PTHR31570
PLSCT00000008337	PANTHER:PTHR23238,PANTHER:PTHR23238:SF26
PLSCT00000015975	PANTHER:PTHR13683,PANTHER:PTHR13683:SF342
PLSCT00000000318	PANTHER:PTHR11081,PANTHER:PTHR11081:SF1
PLSCT00000000936	PANTHER:PTHR21461,PANTHER:PTHR21461:SF12
PLSCT00000005917	PANTHER:PTHR24326,PANTHER:PTHR24326:SF105
PLSCT00000007681	PANTHER:PTHR21650,PANTHER:PTHR21650:SF4
PLSCT00000002828	PANTHER:PTHR24015,PANTHER:PTHR24015:SF346
PLSCT00000007495	PANTHER:PTHR23115,PANTHER:PTHR23115:SF97
PLSCT00000001543	PANTHER:PTHR10013
PLSCT00000002822	PANTHER:PTHR11247,PANTHER:PTHR11247:SF8
PLSCT00000007857	PANTHER:PTHR24078,PANTHER:PTHR24078:SF297
PLSCT00000015557	PANTHER:PTHR12875,PANTHER:PTHR12875:SF0
PLSCT00000015435	PANTHER:PTHR11040,PANTHER:PTHR11040:SF23
PLSCT00000008230	PANTHER:PTHR11009,PANTHER:PTHR11009:SF13
PLSCT00000004824	PANTHER:PTHR12496,PANTHER:PTHR12496:SF0
PLSCT00000016754	PANTHER:PTHR10909,PANTHER:PTHR10909:SF331
PLSCT00000008120	PANTHER:PTHR10641,PANTHER:PTHR10641:SF459
PLSCT00000000843	PANTHER:PTHR10333
PLSCT00000017123	PANTHER:PTHR24322,PANTHER:PTHR24322:SF631
PLSCT00000002941	PANTHER:PTHR10992,PANTHER:PTHR10992:SF701
PLSCT00000014956	PANTHER:PTHR13832,PANTHER:PTHR13832:SF333
PLSCT00000009064	PANTHER:PTHR15160,PANTHER:PTHR15160:SF3
PLSCT00000000444	PANTHER:PTHR10459,PANTHER:PTHR10459:SF64
PLSCT00000001292	PANTHER:PTHR10742,PANTHER:PTHR10742:SF229
PLSCT00000004906	PANTHER:PTHR13780,PANTHER:PTHR13780:SF48
PLSCT00000010516	PANTHER:PTHR15893
