PLSCT00000007050	CDD:cd04254
PLSCT00000010034	CDD:cd02809
PLSCT00000018405	CDD:cd02961,CDD:cd02981,CDD:cd02982,CDD:cd02995
PLSCT00000006332	CDD:cd00162
PLSCT00000014839	CDD:cd00201
PLSCT00000012258	CDD:cd00020
PLSCT00000009548	CDD:cd00075,CDD:cd00082,CDD:cd00156
PLSCT00000006894	CDD:cd00158
PLSCT00000006361	CDD:cd15798
PLSCT00000004869	CDD:cd02440
PLSCT00000005934	CDD:cd00751
PLSCT00000011242	CDD:cd00076
PLSCT00000004932	CDD:cd00079,CDD:cd00162
PLSCT00000005863	CDD:cd01720
PLSCT00000008443	CDD:cd04015
PLSCT00000015072	CDD:cd08045
PLSCT00000018510	CDD:cd00609
PLSCT00000014642	CDD:cd02440
PLSCT00000001849	CDD:cd06257
PLSCT00000007825	CDD:cd03031
PLSCT00000003428	CDD:cd03800
PLSCT00000018703	CDD:cd14079,CDD:cd14335
PLSCT00000007942	CDD:cd07389
PLSCT00000014162	CDD:cd09912
PLSCT00000003680	CDD:cd15777
PLSCT00000017614	CDD:cd03190
PLSCT00000011476	CDD:cd11378
PLSCT00000009369	CDD:cd03232
PLSCT00000007082	CDD:cd04015
PLSCT00000017998	CDD:cd01893
PLSCT00000001746	CDD:cd00074
PLSCT00000011209	CDD:cd02393,CDD:cd11364
PLSCT00000008815	CDD:cd00207,CDD:cd02773
PLSCT00000009192	CDD:cd06828
PLSCT00000012954	CDD:cd00020
PLSCT00000012988	CDD:cd00788
PLSCT00000013692	CDD:cd00200
PLSCT00000013639	CDD:cd03249
PLSCT00000004541	CDD:cd07383
PLSCT00000004701	CDD:cd03390
PLSCT00000002246	CDD:cd01884,CDD:cd03697,CDD:cd03707
PLSCT00000006220	CDD:cd00198
PLSCT00000000222	CDD:cd03882
PLSCT00000004862	CDD:cd00009
PLSCT00000008367	CDD:cd01851
PLSCT00000004176	CDD:cd00179
PLSCT00000005926	CDD:cd15840
PLSCT00000012345	CDD:cd12230,CDD:cd12231,CDD:cd12232
PLSCT00000004736	CDD:cd01900,CDD:cd04867
PLSCT00000011244	CDD:cd02429
PLSCT00000019504	CDD:cd04154
PLSCT00000000919	CDD:cd03471
PLSCT00000009724	CDD:cd14010
PLSCT00000004714	CDD:cd02440
PLSCT00000011016	CDD:cd00086
PLSCT00000014153	CDD:cd12151
PLSCT00000017644	CDD:cd00009
PLSCT00000006722	CDD:cd02176
PLSCT00000007485	CDD:cd03561
PLSCT00000008128	CDD:cd07042
PLSCT00000009348	CDD:cd00198
PLSCT00000004152	CDD:cd00934
PLSCT00000020682	CDD:cd00118
PLSCT00000006194	CDD:cd06257
PLSCT00000004957	CDD:cd00020
PLSCT00000009466	CDD:cd04591
PLSCT00000002141	CDD:cd00472
PLSCT00000015135	CDD:cd00009
PLSCT00000020292	CDD:cd00609
PLSCT00000000223	CDD:cd03882
PLSCT00000020601	CDD:cd00349
PLSCT00000010886	CDD:cd03232
PLSCT00000009898	CDD:cd02176
PLSCT00000017715	CDD:cd00336
PLSCT00000010383	CDD:cd06257
PLSCT00000005429	CDD:cd00204,CDD:cd13999
PLSCT00000019049	CDD:cd00693
PLSCT00000020187	CDD:cd00477
PLSCT00000002004	CDD:cd00657
PLSCT00000007307	CDD:cd14066
PLSCT00000007471	CDD:cd06174
PLSCT00000006168	CDD:cd00048,CDD:cd00593
PLSCT00000018047	CDD:cd00009
PLSCT00000007386	CDD:cd00162,CDD:cd09633
PLSCT00000010381	CDD:cd00130
PLSCT00000017901	CDD:cd03197
PLSCT00000008965	CDD:cd12384
PLSCT00000002254	CDD:cd00878
PLSCT00000017000	CDD:cd00052
PLSCT00000011067	CDD:cd02851
PLSCT00000003562	CDD:cd06453
PLSCT00000011843	CDD:cd08378
PLSCT00000014630	CDD:cd14066
PLSCT00000021046	CDD:cd03749
PLSCT00000008496	CDD:cd00009
PLSCT00000001774	CDD:cd00387
PLSCT00000019945	CDD:cd14066
PLSCT00000018781	CDD:cd03013
PLSCT00000006827	CDD:cd00009
PLSCT00000020258	CDD:cd06660
PLSCT00000012659	CDD:cd05822
PLSCT00000012816	CDD:cd00392
PLSCT00000019282	CDD:cd03442
PLSCT00000001325	CDD:cd12823
PLSCT00000020932	CDD:cd11378
PLSCT00000013367	CDD:cd00325
PLSCT00000019737	CDD:cd01427
PLSCT00000001433	CDD:cd14008
PLSCT00000018998	CDD:cd00162
PLSCT00000000637	CDD:cd12283,CDD:cd12284,CDD:cd12285
PLSCT00000016917	CDD:cd01838
PLSCT00000006477	CDD:cd00171
PLSCT00000006627	CDD:cd00831
PLSCT00000007835	CDD:cd00009
PLSCT00000001513	CDD:cd00051
PLSCT00000015692	CDD:cd04301
PLSCT00000015841	CDD:cd00077,CDD:cd05399
PLSCT00000020063	CDD:cd00012
PLSCT00000007645	CDD:cd00195
PLSCT00000011155	CDD:cd01561
PLSCT00000000755	CDD:cd02961
PLSCT00000009926	CDD:cd08948
PLSCT00000001222	CDD:cd00292
PLSCT00000002656	CDD:cd00200
PLSCT00000005968	CDD:cd01298
PLSCT00000006294	CDD:cd00179,CDD:cd15848
PLSCT00000007425	CDD:cd01837
PLSCT00000002023	CDD:cd13875
PLSCT00000020154	CDD:cd06587
PLSCT00000015337	CDD:cd02440
PLSCT00000018515	CDD:cd02440
PLSCT00000013961	CDD:cd00204
PLSCT00000003638	CDD:cd01926
PLSCT00000013817	CDD:cd00202
PLSCT00000002261	CDD:cd01427
PLSCT00000011687	CDD:cd10810
PLSCT00000010661	CDD:cd00018
PLSCT00000006215	CDD:cd09034
PLSCT00000020963	CDD:cd00073
PLSCT00000017701	CDD:cd08985
PLSCT00000014611	CDD:cd02583
PLSCT00000010877	CDD:cd00771,CDD:cd00860
PLSCT00000016916	CDD:cd01838
PLSCT00000008734	CDD:cd06660
PLSCT00000010720	CDD:cd05688
PLSCT00000019893	CDD:cd01285
PLSCT00000014653	CDD:cd00371
PLSCT00000005054	CDD:cd00075
PLSCT00000013080	CDD:cd01991
PLSCT00000014228	CDD:cd01427
PLSCT00000002860	CDD:cd13132
PLSCT00000004382	CDD:cd01427
PLSCT00000007404	CDD:cd10017
PLSCT00000017777	CDD:cd01427
PLSCT00000009658	CDD:cd00143
PLSCT00000017197	CDD:cd01884
PLSCT00000009990	CDD:cd07830
PLSCT00000006778	CDD:cd06257
PLSCT00000018188	CDD:cd07067
PLSCT00000018479	CDD:cd06183
PLSCT00000006984	CDD:cd14703
PLSCT00000003536	CDD:cd03762
PLSCT00000005077	CDD:cd00463
PLSCT00000006776	CDD:cd00020
PLSCT00000004635	CDD:cd00083
PLSCT00000000565	CDD:cd04301
PLSCT00000016332	CDD:cd14016
PLSCT00000000831	CDD:cd12382
PLSCT00000011186	CDD:cd00162
PLSCT00000004849	CDD:cd01672
PLSCT00000009675	CDD:cd11326
PLSCT00000006148	CDD:cd00371
PLSCT00000009058	CDD:cd06174
PLSCT00000006549	CDD:cd00275
PLSCT00000019108	CDD:cd00038,CDD:cd03444,CDD:cd03445
PLSCT00000017609	CDD:cd00009
PLSCT00000002467	CDD:cd00892
PLSCT00000020643	CDD:cd13132
PLSCT00000007181	CDD:cd00693
PLSCT00000016248	CDD:cd02808
PLSCT00000005949	CDD:cd00075,CDD:cd00156
PLSCT00000019380	CDD:cd04478
PLSCT00000009410	CDD:cd06174
PLSCT00000002693	CDD:cd13214
PLSCT00000020320	CDD:cd00046
PLSCT00000012512	CDD:cd00075
PLSCT00000007192	CDD:cd00333
PLSCT00000016456	CDD:cd05117
PLSCT00000005809	CDD:cd00611
PLSCT00000005657	CDD:cd06602,CDD:cd14752
PLSCT00000001367	CDD:cd04857
PLSCT00000000469	CDD:cd01410
PLSCT00000000414	CDD:cd00079
PLSCT00000014568	CDD:cd00195
PLSCT00000013090	CDD:cd03221
PLSCT00000018078	CDD:cd00115
PLSCT00000006094	CDD:cd12352,CDD:cd12354,CDD:cd12619
PLSCT00000020855	CDD:cd02012
PLSCT00000012890	CDD:cd01427
PLSCT00000017057	CDD:cd00162
PLSCT00000008841	CDD:cd00075
PLSCT00000005268	CDD:cd02859
PLSCT00000020554	CDD:cd10719,CDD:cd10747
PLSCT00000012242	CDD:cd00012
PLSCT00000004042	CDD:cd13999
PLSCT00000017680	CDD:cd06899,CDD:cd14066
PLSCT00000001986	CDD:cd07990
PLSCT00000001584	CDD:cd03527
PLSCT00000007536	CDD:cd08379
PLSCT00000020166	CDD:cd00043
PLSCT00000021095	CDD:cd00950
PLSCT00000009246	CDD:cd10017
PLSCT00000003051	CDD:cd01837
PLSCT00000008562	CDD:cd00432
PLSCT00000014155	CDD:cd07199
PLSCT00000000725	CDD:cd00143
PLSCT00000019946	CDD:cd08069
PLSCT00000021205	CDD:cd00079,CDD:cd00268
PLSCT00000009789	CDD:cd06660
PLSCT00000019211	CDD:cd05121
PLSCT00000014093	CDD:cd00167
PLSCT00000011576	CDD:cd02947
PLSCT00000017318	CDD:cd03758
PLSCT00000021251	CDD:cd02869
PLSCT00000017539	CDD:cd12118
PLSCT00000007786	CDD:cd00020
PLSCT00000003339	CDD:cd03527
PLSCT00000012389	CDD:cd03685,CDD:cd04591
PLSCT00000004603	CDD:cd00076
PLSCT00000003151	CDD:cd01991
PLSCT00000009612	CDD:cd00085
PLSCT00000015084	CDD:cd00162,CDD:cd12437
PLSCT00000000865	CDD:cd02869
PLSCT00000009734	CDD:cd00610
PLSCT00000008638	CDD:cd00371
PLSCT00000008165	CDD:cd00083
PLSCT00000001065	CDD:cd01335
PLSCT00000000856	CDD:cd00009
PLSCT00000008851	CDD:cd09218
PLSCT00000008020	CDD:cd00162
PLSCT00000001580	CDD:cd00021
PLSCT00000019747	CDD:cd06174
PLSCT00000000986	CDD:cd07973
PLSCT00000016592	CDD:cd06464
PLSCT00000009335	CDD:cd00048
PLSCT00000013004	CDD:cd00878
PLSCT00000009957	CDD:cd12195
PLSCT00000008803	CDD:cd08892
PLSCT00000013552	CDD:cd01861
PLSCT00000011523	CDD:cd08602
PLSCT00000018447	CDD:cd11299
PLSCT00000019517	CDD:cd00043
PLSCT00000014483	CDD:cd00018
PLSCT00000001649	CDD:cd00590
PLSCT00000015552	CDD:cd03223
PLSCT00000009097	CDD:cd15489
PLSCT00000019725	CDD:cd00534
PLSCT00000009560	CDD:cd08771
PLSCT00000014376	CDD:cd05599
PLSCT00000001825	CDD:cd00371
PLSCT00000019414	CDD:cd00204
PLSCT00000015993	CDD:cd06558
PLSCT00000004662	CDD:cd03013
PLSCT00000006375	CDD:cd00018
PLSCT00000012133	CDD:cd10422
PLSCT00000006680	CDD:cd00074
PLSCT00000021192	CDD:cd01276
PLSCT00000017550	CDD:cd12151
PLSCT00000019810	CDD:cd07415
PLSCT00000014817	CDD:cd00204
PLSCT00000013130	CDD:cd00060
PLSCT00000017348	CDD:cd00079,CDD:cd00201,CDD:cd00268
PLSCT00000017405	CDD:cd00046
PLSCT00000012751	CDD:cd00027
PLSCT00000007673	CDD:cd06429
PLSCT00000003550	CDD:cd00083
PLSCT00000016383	CDD:cd01657
PLSCT00000003178	CDD:cd01741
PLSCT00000019959	CDD:cd03362
PLSCT00000005070	CDD:cd06257
PLSCT00000014676	CDD:cd02894
PLSCT00000021510	CDD:cd12508
PLSCT00000018184	CDD:cd00046,CDD:cd00079,CDD:cd12091
PLSCT00000015868	CDD:cd01056
PLSCT00000017511	CDD:cd13179
PLSCT00000015747	CDD:cd04794
PLSCT00000016703	CDD:cd00038,CDD:cd00143
PLSCT00000015466	CDD:cd06227
PLSCT00000003917	CDD:cd03671
PLSCT00000001171	CDD:cd00684
PLSCT00000020245	CDD:cd06849
PLSCT00000020781	CDD:cd00083,CDD:cd04873
PLSCT00000021283	CDD:cd00882
PLSCT00000000750	CDD:cd00317
PLSCT00000019587	CDD:cd03013
PLSCT00000013710	CDD:cd06174
PLSCT00000018145	CDD:cd07991
PLSCT00000003286	CDD:cd00018
PLSCT00000007587	CDD:cd15841
PLSCT00000019252	CDD:cd15543
PLSCT00000021101	CDD:cd00009
PLSCT00000019886	CDD:cd01061
PLSCT00000017104	CDD:cd02186
PLSCT00000009632	CDD:cd00195
PLSCT00000011101	CDD:cd00865
PLSCT00000013378	CDD:cd00201
PLSCT00000004256	CDD:cd00713,CDD:cd00982,CDD:cd02808
PLSCT00000007687	CDD:cd00020
PLSCT00000018854	CDD:cd03013
PLSCT00000002095	CDD:cd00027
PLSCT00000004386	CDD:cd01427
PLSCT00000004866	CDD:cd02440
PLSCT00000008146	CDD:cd00046
PLSCT00000001420	CDD:cd01583
PLSCT00000016173	CDD:cd00046
PLSCT00000004378	CDD:cd00987
PLSCT00000004920	CDD:cd02440
PLSCT00000017735	CDD:cd00590
PLSCT00000017369	CDD:cd04301
PLSCT00000009739	CDD:cd03232
PLSCT00000008695	CDD:cd00051,CDD:cd05117
PLSCT00000002913	CDD:cd00075,CDD:cd00082,CDD:cd00156
PLSCT00000017121	CDD:cd02859
PLSCT00000001026	CDD:cd02440
PLSCT00000003349	CDD:cd10229
PLSCT00000014156	CDD:cd07199
PLSCT00000007869	CDD:cd00170
PLSCT00000015233	CDD:cd10450
PLSCT00000014410	CDD:cd01641
PLSCT00000013228	CDD:cd02661
PLSCT00000020156	CDD:cd11287
PLSCT00000004146	CDD:cd01493
PLSCT00000011631	CDD:cd10017
PLSCT00000018740	CDD:cd14066
PLSCT00000008307	CDD:cd00519
PLSCT00000020624	CDD:cd15466
PLSCT00000012966	CDD:cd00371
PLSCT00000001961	CDD:cd11642
PLSCT00000002062	CDD:cd00170
PLSCT00000019409	CDD:cd13999
PLSCT00000014490	CDD:cd11287
PLSCT00000012601	CDD:cd00042
PLSCT00000009191	CDD:cd00051
PLSCT00000004865	CDD:cd00179,CDD:cd15848
PLSCT00000021104	CDD:cd12327
PLSCT00000012384	CDD:cd00926
PLSCT00000012140	CDD:cd01414
PLSCT00000017354	CDD:cd00143
PLSCT00000007614	CDD:cd00051
PLSCT00000005274	CDD:cd00044
PLSCT00000001761	CDD:cd14066
PLSCT00000006813	CDD:cd01383
PLSCT00000010457	CDD:cd00084,CDD:cd01390
PLSCT00000018322	CDD:cd02440
PLSCT00000011635	CDD:cd12458
PLSCT00000014134	CDD:cd13969
PLSCT00000021486	CDD:cd06450
PLSCT00000009818	CDD:cd00167
PLSCT00000013361	CDD:cd00009
PLSCT00000019421	CDD:cd00378
PLSCT00000020484	CDD:cd00179,CDD:cd03041,CDD:cd15848
PLSCT00000014985	CDD:cd06661
PLSCT00000016232	CDD:cd13999
PLSCT00000002673	CDD:cd03426
PLSCT00000015794	CDD:cd00063
PLSCT00000009260	CDD:cd08866
PLSCT00000011091	CDD:cd02440
PLSCT00000013176	CDD:cd00027
PLSCT00000002550	CDD:cd00030
PLSCT00000019405	CDD:cd00333
PLSCT00000008922	CDD:cd00830
PLSCT00000021340	CDD:cd11712
PLSCT00000008339	CDD:cd04905
PLSCT00000001132	CDD:cd05579
PLSCT00000003953	CDD:cd02005,CDD:cd07038
PLSCT00000003580	CDD:cd00403
PLSCT00000003945	CDD:cd00519
PLSCT00000013172	CDD:cd02026
PLSCT00000005468	CDD:cd06257,CDD:cd10719,CDD:cd10747
PLSCT00000002843	CDD:cd06660
PLSCT00000014935	CDD:cd06257
PLSCT00000004790	CDD:cd01135
PLSCT00000007668	CDD:cd00177
PLSCT00000019242	CDD:cd00830
PLSCT00000018752	CDD:cd02801
PLSCT00000019780	CDD:cd02642
PLSCT00000016165	CDD:cd02440
PLSCT00000008073	CDD:cd05293
PLSCT00000012062	CDD:cd00009
PLSCT00000004835	CDD:cd06143
PLSCT00000021039	CDD:cd00075
PLSCT00000007403	CDD:cd10017
PLSCT00000012633	CDD:cd00009
PLSCT00000018738	CDD:cd14066
PLSCT00000015472	CDD:cd06257
PLSCT00000014828	CDD:cd00075
PLSCT00000012260	CDD:cd00020
PLSCT00000000868	CDD:cd00079,CDD:cd00162,CDD:cd15517
PLSCT00000006435	CDD:cd05476
PLSCT00000019726	CDD:cd00088
PLSCT00000001743	CDD:cd01080
PLSCT00000020753	CDD:cd00018
PLSCT00000008183	CDD:cd06463
PLSCT00000011742	CDD:cd14275
PLSCT00000007363	CDD:cd02650
PLSCT00000020497	CDD:cd02892
PLSCT00000017228	CDD:cd00201
PLSCT00000011129	CDD:cd03390
PLSCT00000018332	CDD:cd02440
PLSCT00000004575	CDD:cd08047
PLSCT00000019306	CDD:cd00046
PLSCT00000011020	CDD:cd01983
PLSCT00000006243	CDD:cd00118
PLSCT00000013403	CDD:cd15492,CDD:cd15571
PLSCT00000003317	CDD:cd01061
PLSCT00000017246	CDD:cd02204
PLSCT00000020586	CDD:cd03191
PLSCT00000013466	CDD:cd05246,CDD:cd05254
PLSCT00000009553	CDD:cd01992
PLSCT00000013529	CDD:cd09019
PLSCT00000015289	CDD:cd04133
PLSCT00000021350	CDD:cd00063
PLSCT00000006153	CDD:cd00238,CDD:cd02998
PLSCT00000003523	CDD:cd00086
PLSCT00000015850	CDD:cd00075
PLSCT00000000993	CDD:cd00051,CDD:cd05117
PLSCT00000009763	CDD:cd02989
PLSCT00000009701	CDD:cd03507
PLSCT00000016296	CDD:cd10450
PLSCT00000007829	CDD:cd01427
PLSCT00000001231	CDD:cd03169
PLSCT00000021015	CDD:cd00877
PLSCT00000002676	CDD:cd00046,CDD:cd00079,CDD:cd00204
PLSCT00000019948	CDD:cd03275
PLSCT00000019824	CDD:cd00886
PLSCT00000019794	CDD:cd06530
PLSCT00000008830	CDD:cd14316
PLSCT00000020962	CDD:cd00609
PLSCT00000010654	CDD:cd00717
PLSCT00000005188	CDD:cd00865
PLSCT00000017217	CDD:cd00200
PLSCT00000016141	CDD:cd02007,CDD:cd07033
PLSCT00000007628	CDD:cd05283
PLSCT00000013881	CDD:cd04015
PLSCT00000021388	CDD:cd02440
PLSCT00000009807	CDD:cd00079,CDD:cd00268
PLSCT00000012946	CDD:cd00195
PLSCT00000007375	CDD:cd11715
PLSCT00000010941	CDD:cd11660
PLSCT00000009513	CDD:cd02947
PLSCT00000008108	CDD:cd15489,CDD:cd15543
PLSCT00000017965	CDD:cd00121,CDD:cd14736
PLSCT00000007161	CDD:cd02995
PLSCT00000006895	CDD:cd00158
PLSCT00000012164	CDD:cd00046
PLSCT00000010295	CDD:cd00340
PLSCT00000010174	CDD:cd03467
PLSCT00000012953	CDD:cd11299
PLSCT00000001567	CDD:cd00201,CDD:cd12362
PLSCT00000008860	CDD:cd03788
PLSCT00000005024	CDD:cd12223
PLSCT00000016863	CDD:cd12347
PLSCT00000013907	CDD:cd08824,CDD:cd10910
PLSCT00000000859	CDD:cd00027,CDD:cd01701
PLSCT00000005940	CDD:cd01167
PLSCT00000003032	CDD:cd01893
PLSCT00000006777	CDD:cd06257
PLSCT00000002084	CDD:cd12239
PLSCT00000004329	CDD:cd00046,CDD:cd00079
PLSCT00000009966	CDD:cd15612
PLSCT00000008510	CDD:cd08045
PLSCT00000003002	CDD:cd02954
PLSCT00000002337	CDD:cd00018
PLSCT00000013693	CDD:cd00882
PLSCT00000019885	CDD:cd03344
PLSCT00000007647	CDD:cd00009
PLSCT00000012921	CDD:cd12539
PLSCT00000008924	CDD:cd04587,CDD:cd06409
PLSCT00000005854	CDD:cd13132
PLSCT00000004373	CDD:cd02440
PLSCT00000013206	CDD:cd06855
PLSCT00000009586	CDD:cd00018
PLSCT00000020610	CDD:cd00075
PLSCT00000012662	CDD:cd00162
PLSCT00000009467	CDD:cd04591
PLSCT00000018434	CDD:cd00195
PLSCT00000017912	CDD:cd00513
PLSCT00000002045	CDD:cd04198,CDD:cd04652
PLSCT00000002730	CDD:cd09918
PLSCT00000021572	CDD:cd00200
PLSCT00000005446	CDD:cd08066
PLSCT00000000320	CDD:cd01428
PLSCT00000018137	CDD:cd00201
PLSCT00000001883	CDD:cd00079
PLSCT00000019589	CDD:cd00020
PLSCT00000003150	CDD:cd00167
PLSCT00000003808	CDD:cd01715
PLSCT00000015610	CDD:cd00051,CDD:cd05117
PLSCT00000008265	CDD:cd00020
PLSCT00000012399	CDD:cd00162
PLSCT00000007424	CDD:cd00200
PLSCT00000001900	CDD:cd14703
PLSCT00000002373	CDD:cd06167
PLSCT00000010743	CDD:cd09087
PLSCT00000019311	CDD:cd06141
PLSCT00000009989	CDD:cd06926
PLSCT00000000258	CDD:cd00317
PLSCT00000016466	CDD:cd00060
PLSCT00000017219	CDD:cd01893
PLSCT00000014441	CDD:cd01427
PLSCT00000014449	CDD:cd04873
PLSCT00000019770	CDD:cd01882
PLSCT00000010067	CDD:cd00400
PLSCT00000006765	CDD:cd00086
PLSCT00000017893	CDD:cd01803
PLSCT00000009688	CDD:cd03352
PLSCT00000007224	CDD:cd04369,CDD:cd15519
PLSCT00000005129	CDD:cd00030
PLSCT00000001796	CDD:cd00487
PLSCT00000008007	CDD:cd02440
PLSCT00000007723	CDD:cd12281,CDD:cd12285
PLSCT00000002197	CDD:cd05282
PLSCT00000017844	CDD:cd00519
PLSCT00000002658	CDD:cd07067
PLSCT00000002496	CDD:cd12153
PLSCT00000010288	CDD:cd03213
PLSCT00000003298	CDD:cd00051,CDD:cd06186
PLSCT00000017532	CDD:cd00162
PLSCT00000000454	CDD:cd00051,CDD:cd05117
PLSCT00000006209	CDD:cd03223
PLSCT00000020819	CDD:cd00009
PLSCT00000014873	CDD:cd15481
PLSCT00000011617	CDD:cd00051
PLSCT00000012472	CDD:cd04479
PLSCT00000002331	CDD:cd00371
PLSCT00000009751	CDD:cd01029
PLSCT00000003506	CDD:cd00519
PLSCT00000007615	CDD:cd08048
PLSCT00000007974	CDD:cd00077,CDD:cd01254,CDD:cd06895,CDD:cd09138,CDD:cd09141
PLSCT00000015211	CDD:cd03362
PLSCT00000019865	CDD:cd00060
PLSCT00000002642	CDD:cd13222
PLSCT00000004323	CDD:cd07233
PLSCT00000013688	CDD:cd00195
PLSCT00000004319	CDD:cd00021
PLSCT00000012738	CDD:cd06208
PLSCT00000002620	CDD:cd00079,CDD:cd00268
PLSCT00000017698	CDD:cd00202
PLSCT00000009585	CDD:cd00027
PLSCT00000006404	CDD:cd04645
PLSCT00000018823	CDD:cd12373
PLSCT00000001257	CDD:cd06071
PLSCT00000007427	CDD:cd03053
PLSCT00000001326	CDD:cd12823
PLSCT00000001928	CDD:cd00051
PLSCT00000018716	CDD:cd01088
PLSCT00000002284	CDD:cd10507
PLSCT00000016073	CDD:cd15492,CDD:cd15571
PLSCT00000021472	CDD:cd00167
PLSCT00000005374	CDD:cd02856,CDD:cd11326
PLSCT00000006791	CDD:cd00268
PLSCT00000000631	CDD:cd12283,CDD:cd12284,CDD:cd12285
PLSCT00000006614	CDD:cd00167
PLSCT00000008317	CDD:cd03671
PLSCT00000008390	CDD:cd00200
PLSCT00000020552	CDD:cd02801
PLSCT00000005637	CDD:cd00075
PLSCT00000010285	CDD:cd00693
PLSCT00000011520	CDD:cd00354
PLSCT00000001744	CDD:cd06174
PLSCT00000021580	CDD:cd00156
PLSCT00000017177	CDD:cd00009
PLSCT00000006360	CDD:cd06660
PLSCT00000014517	CDD:cd03344
PLSCT00000011485	CDD:cd03244
PLSCT00000012346	CDD:cd12230,CDD:cd12231,CDD:cd12232
PLSCT00000003170	CDD:cd06551
PLSCT00000019809	CDD:cd07415
PLSCT00000007666	CDD:cd00043
PLSCT00000019500	CDD:cd02947
PLSCT00000004295	CDD:cd04678
PLSCT00000013089	CDD:cd00043
PLSCT00000020356	CDD:cd01724
PLSCT00000007132	CDD:cd01894,CDD:cd01895
PLSCT00000015034	CDD:cd00079,CDD:cd00268
PLSCT00000007606	CDD:cd00183
PLSCT00000015202	CDD:cd14664
PLSCT00000003200	CDD:cd00046,CDD:cd00079
PLSCT00000018165	CDD:cd00564
PLSCT00000012301	CDD:cd01837
PLSCT00000020557	CDD:cd01372
PLSCT00000003827	CDD:cd04590
PLSCT00000009046	CDD:cd01390
PLSCT00000003789	CDD:cd00560
PLSCT00000005537	CDD:cd01837
PLSCT00000002985	CDD:cd06530
PLSCT00000013007	CDD:cd02035
PLSCT00000017793	CDD:cd05381
PLSCT00000001718	CDD:cd07816
PLSCT00000020465	CDD:cd03001
PLSCT00000011430	CDD:cd02432
PLSCT00000003321	CDD:cd03190
PLSCT00000010176	CDD:cd00030
PLSCT00000015795	CDD:cd05233
PLSCT00000002420	CDD:cd00020
PLSCT00000017778	CDD:cd01427
PLSCT00000008862	CDD:cd04623
PLSCT00000009661	CDD:cd00143
PLSCT00000007764	CDD:cd00020
PLSCT00000021263	CDD:cd12239
PLSCT00000019656	CDD:cd05260
PLSCT00000006458	CDD:cd02663
PLSCT00000004580	CDD:cd12671
PLSCT00000003606	CDD:cd14066
PLSCT00000019814	CDD:cd09810
PLSCT00000011827	CDD:cd02000
PLSCT00000021087	CDD:cd07181
PLSCT00000018925	CDD:cd00077,CDD:cd05399
PLSCT00000017822	CDD:cd01417
PLSCT00000002626	CDD:cd12394
PLSCT00000013108	CDD:cd02015,CDD:cd07035
PLSCT00000001121	CDD:cd03274
PLSCT00000011519	CDD:cd04928,CDD:cd13999
PLSCT00000014396	CDD:cd01651
PLSCT00000009922	CDD:cd15457
PLSCT00000009606	CDD:cd12266
PLSCT00000005836	CDD:cd00046
PLSCT00000001838	CDD:cd03013
PLSCT00000008210	CDD:cd00051
PLSCT00000009917	CDD:cd00311
PLSCT00000010803	CDD:cd07828
PLSCT00000020359	CDD:cd00204
PLSCT00000005246	CDD:cd00162
PLSCT00000021092	CDD:cd00046
PLSCT00000007541	CDD:cd03341
PLSCT00000002464	CDD:cd03367
PLSCT00000007337	CDD:cd01898
PLSCT00000013499	CDD:cd03791
PLSCT00000018287	CDD:cd00657
PLSCT00000013880	CDD:cd01285
PLSCT00000020835	CDD:cd00609
PLSCT00000008592	CDD:cd04178
PLSCT00000005850	CDD:cd06602,CDD:cd14752
PLSCT00000013914	CDD:cd01390
PLSCT00000009810	CDD:cd00204
PLSCT00000021186	CDD:cd00200
PLSCT00000012584	CDD:cd02883
PLSCT00000001855	CDD:cd00132,CDD:cd00159
PLSCT00000012799	CDD:cd00433
PLSCT00000011202	CDD:cd07978
PLSCT00000020178	CDD:cd00086,CDD:cd08875
PLSCT00000003443	CDD:cd00268
PLSCT00000000997	CDD:cd06100
PLSCT00000019628	CDD:cd00009
PLSCT00000008481	CDD:cd07817
PLSCT00000019916	CDD:cd14066
PLSCT00000021391	CDD:cd00030
PLSCT00000007991	CDD:cd11660
PLSCT00000000243	CDD:cd08605
PLSCT00000005091	CDD:cd00051
PLSCT00000004626	CDD:cd00162
PLSCT00000003396	CDD:cd13999
PLSCT00000010811	CDD:cd03800
PLSCT00000001833	CDD:cd00371
PLSCT00000020370	CDD:cd05289
PLSCT00000006919	CDD:cd02958,CDD:cd14353
PLSCT00000011026	CDD:cd00127
PLSCT00000016682	CDD:cd02846
PLSCT00000010068	CDD:cd00024,CDD:cd00204
PLSCT00000009216	CDD:cd00195
PLSCT00000003947	CDD:cd05121
PLSCT00000009720	CDD:cd00693
PLSCT00000008473	CDD:cd00167
PLSCT00000004151	CDD:cd00896
PLSCT00000014152	CDD:cd12151
PLSCT00000019862	CDD:cd00075
PLSCT00000000807	CDD:cd00030
PLSCT00000009115	CDD:cd06160
PLSCT00000003315	CDD:cd01061
PLSCT00000005888	CDD:cd14135
PLSCT00000006585	CDD:cd07980
PLSCT00000003031	CDD:cd01893
PLSCT00000012623	CDD:cd00204
PLSCT00000018003	CDD:cd00387
PLSCT00000018368	CDD:cd00200
PLSCT00000007431	CDD:cd00204
PLSCT00000002977	CDD:cd00167
PLSCT00000015268	CDD:cd00038
PLSCT00000002227	CDD:cd00577
PLSCT00000010715	CDD:cd04457
PLSCT00000006850	CDD:cd06174
