PLSCT00000016654	GO:0004609,GO:0008654
PLSCT00000009228	GO:0000103,GO:0004020,GO:0005524
PLSCT00000006187	GO:0016491,GO:0055114
PLSCT00000019294	GO:0003824,GO:0004372,GO:0006544,GO:0006563,GO:0030170,GO:0016740
PLSCT00000010363	GO:0006486,GO:0008378,GO:0016020,GO:0030246
PLSCT00000009298	GO:0001522,GO:0003723,GO:0009451,GO:0009982
PLSCT00000012466	GO:0008270,GO:0016491,GO:0055114,GO:0055114
PLSCT00000017140	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000008949	GO:0003677,GO:0003899,GO:0006351,GO:0003899,GO:0006351,GO:0032549
PLSCT00000013901	GO:0016491,GO:0055114
PLSCT00000020266	GO:0004252,GO:0016021,GO:0008270
PLSCT00000004758	GO:0005515,GO:0008270
PLSCT00000011649	GO:0016787,GO:0016810
PLSCT00000017001	GO:0005509,GO:0005515
PLSCT00000012169	GO:0005524
PLSCT00000002377	GO:0006457,GO:0016272
PLSCT00000014682	GO:0004751,GO:0009052
PLSCT00000005655	GO:0015078,GO:0015991,GO:0033179
PLSCT00000018442	GO:0003677
PLSCT00000007852	GO:0005506,GO:0016705,GO:0020037,GO:0055114,GO:0016705,GO:0055114
PLSCT00000004964	GO:0003676
PLSCT00000019217	GO:0003824,GO:0004356,GO:0006542,GO:0006807
PLSCT00000007741	GO:0005515,GO:0006396
PLSCT00000009281	GO:0005515
PLSCT00000010603	GO:0009055,GO:0010181,GO:0010181
PLSCT00000005724	GO:0003824,GO:0004722,GO:0006470,GO:0043169
PLSCT00000012144	GO:0005515
PLSCT00000012605	GO:0006400,GO:0008479,GO:0008616
PLSCT00000012745	GO:0005506,GO:0016226,GO:0051536,GO:0016226
PLSCT00000019861	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000010826	GO:0003723,GO:0005488
PLSCT00000012610	GO:0004072,GO:0004412,GO:0009067,GO:0055114,GO:0004072,GO:0008652,GO:0006520,GO:0055114,GO:0008152,GO:0016597,GO:0016491,GO:0050661,GO:0055114
PLSCT00000019281	GO:0005515
PLSCT00000015545	GO:0003824,GO:0046872,GO:0046872
PLSCT00000006615	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524,GO:0007165
PLSCT00000000569	GO:0008080
PLSCT00000012076	GO:0004672,GO:0005524,GO:0006468
PLSCT00000015530	GO:0000339,GO:0005846,GO:0045292,GO:0051028,GO:0003723,GO:0005515,GO:0005488,GO:0016070
PLSCT00000009790	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085,GO:0005524,GO:0016887
PLSCT00000005025	GO:0000166,GO:0003676,GO:0003723,GO:0006396
PLSCT00000005880	GO:0008168
PLSCT00000001048	GO:0003824,GO:0004807,GO:0004807,GO:0006096,GO:0004807,GO:0008152
PLSCT00000007844	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000016791	GO:0005515
PLSCT00000010549	GO:0003677,GO:0003899,GO:0006351,GO:0003677,GO:0005665,GO:0006366
PLSCT00000001735	GO:0009765,GO:0016020
PLSCT00000012661	GO:0005515,GO:0008270
PLSCT00000000810	GO:0003677,GO:0003899,GO:0006351,GO:0003899,GO:0006351,GO:0032549
PLSCT00000001823	GO:0030001,GO:0046872
PLSCT00000018656	GO:0003735,GO:0005840,GO:0006412,GO:0005515,GO:0006412
PLSCT00000017816	GO:0006888
PLSCT00000006979	GO:0004190,GO:0006508,GO:0006629
PLSCT00000011335	GO:0005618,GO:0030599,GO:0042545
PLSCT00000016543	GO:0005515
PLSCT00000019468	GO:0006486,GO:0008378,GO:0016020
PLSCT00000008938	GO:0003677,GO:0003899,GO:0006351,GO:0003899,GO:0006351,GO:0003899,GO:0006351,GO:0046983,GO:0006351,GO:0046983
PLSCT00000005984	GO:0003676,GO:0005524
PLSCT00000000254	GO:0009055
PLSCT00000006365	GO:0008033,GO:0016740
PLSCT00000015087	GO:0005515,GO:0008270
PLSCT00000017824	GO:0008375,GO:0016020
PLSCT00000006656	GO:0000166,GO:0003824,GO:0044237,GO:0003676,GO:0005622
PLSCT00000020337	GO:0003975,GO:0006487,GO:0006488,GO:0008963,GO:0016021
PLSCT00000017215	GO:0009523,GO:0009654,GO:0015979,GO:0042651
PLSCT00000017626	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000014820	GO:0004359,GO:0042819,GO:0042823
PLSCT00000017258	GO:0005515
PLSCT00000016184	GO:0005515
PLSCT00000008902	GO:0003677,GO:0003677,GO:0005524,GO:0006259,GO:0008094,GO:0003677,GO:0005524,GO:0006281,GO:0008094
PLSCT00000008415	GO:0005507,GO:0005507,GO:0016491,GO:0055114,GO:0016491,GO:0055114
PLSCT00000003609	GO:0016021,GO:0022857
PLSCT00000008167	GO:0016491,GO:0055114
PLSCT00000010774	GO:0005515
PLSCT00000015158	GO:0006886,GO:0006888,GO:0030127
PLSCT00000012362	GO:0006629,GO:0016042
PLSCT00000016766	GO:0003824,GO:0005737,GO:0006559,GO:0016841
PLSCT00000005965	GO:0006006,GO:0016620,GO:0050661,GO:0051287,GO:0055114,GO:0016620,GO:0055114
PLSCT00000004232	GO:0000774,GO:0006457,GO:0042803,GO:0051087,GO:0006457
PLSCT00000017692	GO:0055085
PLSCT00000019147	GO:0003735,GO:0005840,GO:0006412
PLSCT00000001696	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085,GO:0005524,GO:0016887
PLSCT00000009580	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000004890	GO:0019239
PLSCT00000001623	GO:0003824,GO:0003866,GO:0009073,GO:0016765
PLSCT00000008818	GO:0016020
PLSCT00000014770	GO:0016491,GO:0055114,GO:0016668,GO:0055114
PLSCT00000003066	GO:0005515,GO:0008270
PLSCT00000012611	GO:0033588
PLSCT00000002510	GO:0008168,GO:0032259
PLSCT00000005435	GO:0016491
PLSCT00000009496	GO:0003697,GO:0043139
PLSCT00000014963	GO:0005085,GO:0007264
PLSCT00000001035	GO:0046983
PLSCT00000021164	GO:0005488,GO:0005515
PLSCT00000016864	GO:0005515,GO:0008270
PLSCT00000006819	GO:0003684,GO:0006289,GO:0043161,GO:0005515,GO:0005634,GO:0006289
PLSCT00000020510	GO:0003824,GO:0005975,GO:0030246,GO:0004553,GO:0005975
PLSCT00000010358	GO:0005856,GO:0030036
PLSCT00000015206	GO:0005515
PLSCT00000019047	GO:0001522,GO:0003723,GO:0009451,GO:0009982,GO:0006396
PLSCT00000015359	GO:0003777,GO:0005524,GO:0007018,GO:0003777,GO:0005524,GO:0007018,GO:0008017,GO:0003777,GO:0007018
PLSCT00000012997	GO:0006281,GO:0051382,GO:0046982
PLSCT00000016660	GO:0005515
PLSCT00000005299	GO:0006813,GO:0015269,GO:0016020,GO:0060072
PLSCT00000006371	GO:0005319,GO:0006869,GO:0016021
PLSCT00000019997	GO:0005515,GO:0006355
PLSCT00000013843	GO:0003723,GO:0003729
PLSCT00000003305	GO:0004185,GO:0006508
PLSCT00000007190	GO:0004672,GO:0005524,GO:0006468
PLSCT00000006359	GO:0005515,GO:0005515,GO:0008270
PLSCT00000020060	GO:0001678,GO:0004396,GO:0005524,GO:0005536,GO:0005975,GO:0046835,GO:0005524,GO:0005975,GO:0016773
PLSCT00000017094	GO:0016791
PLSCT00000019443	GO:0005515
PLSCT00000018702	GO:0005840,GO:0006364,GO:0043022,GO:0006364
PLSCT00000013020	GO:0004252,GO:0006508
PLSCT00000003146	GO:0004367,GO:0005975,GO:0055114,GO:0004367,GO:0006072,GO:0009331,GO:0055114,GO:0016491,GO:0055114,GO:0016616,GO:0046168,GO:0051287,GO:0055114,GO:0055114
PLSCT00000019659	GO:0003824,GO:0004801,GO:0005737,GO:0006098,GO:0005975
PLSCT00000020575	GO:0008152,GO:0016787
PLSCT00000003169	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000016362	GO:0005515
PLSCT00000015085	GO:0005515,GO:0008270,GO:0008270
PLSCT00000005533	GO:0046983
PLSCT00000007288	GO:0005515
PLSCT00000002960	GO:0005515,GO:0008270
PLSCT00000004517	GO:0000289,GO:0004535,GO:0003676
PLSCT00000010615	GO:0003872,GO:0005524,GO:0006096,GO:0003872,GO:0006002,GO:0006096,GO:0003872,GO:0006096
PLSCT00000017017	GO:0000287,GO:0004743,GO:0006096,GO:0030955,GO:0003824,GO:0004743,GO:0006096
PLSCT00000019554	GO:0004594,GO:0005524,GO:0015937,GO:0004594,GO:0015937
PLSCT00000017835	GO:0000148,GO:0003843,GO:0006075,GO:0016020
PLSCT00000000315	GO:0006979,GO:0016671,GO:0030091,GO:0008113,GO:0055114
PLSCT00000007263	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000018693	GO:0000166,GO:0000166,GO:0046872,GO:0005388,GO:0005524,GO:0016020,GO:0070588,GO:0016021
PLSCT00000009062	GO:0009055,GO:0022900,GO:0051537,GO:0009055,GO:0051536,GO:0051537
PLSCT00000016972	GO:0005515
PLSCT00000011308	GO:0016788
PLSCT00000009821	GO:0005381,GO:0016021,GO:0034755
PLSCT00000012329	GO:0003735,GO:0005840,GO:0006412
PLSCT00000003210	GO:0006351
PLSCT00000004703	GO:0004842,GO:0016567,GO:0005488,GO:0005515
PLSCT00000010570	GO:0003824,GO:0016614,GO:0050660,GO:0055114,GO:0003824,GO:0050660,GO:0055114,GO:0016491,GO:0050660,GO:0055114,GO:0050660
PLSCT00000010040	GO:0003824,GO:0004553,GO:0005975
PLSCT00000003056	GO:0006099,GO:0046912,GO:0046912
PLSCT00000016204	GO:1902979
PLSCT00000015368	GO:0005515
PLSCT00000006414	GO:0005887,GO:0008515,GO:0015770,GO:0016021,GO:0055085
PLSCT00000011896	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000018329	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000006230	GO:0016021,GO:0055085
PLSCT00000014715	GO:0001522,GO:0003723,GO:0009451,GO:0009982
PLSCT00000007965	GO:0004356,GO:0006542,GO:0006807
PLSCT00000020376	GO:0016020
PLSCT00000005540	GO:0005634
PLSCT00000007702	GO:0003824,GO:0033926
PLSCT00000010685	GO:0003824,GO:0009058,GO:0030170
PLSCT00000017260	GO:0005515
PLSCT00000010387	GO:0016021
PLSCT00000003342	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000010346	GO:0005524,GO:0006457,GO:0005737,GO:0006457
PLSCT00000017919	GO:0006629,GO:0008152
PLSCT00000014348	GO:0005524,GO:0006457,GO:0005737,GO:0006457,GO:0006457,GO:0046914,GO:1901671
PLSCT00000010399	GO:0003677,GO:0005634,GO:0006260
PLSCT00000021354	GO:0006364,GO:0032040
PLSCT00000010555	GO:0005515
PLSCT00000003130	GO:0016021
PLSCT00000010829	GO:0005515
PLSCT00000008607	GO:0005515,GO:0008270
PLSCT00000014596	GO:0004672,GO:0005524,GO:0006468,GO:0043531
PLSCT00000021596	GO:0003333,GO:0015171,GO:0016020,GO:0006865,GO:0016021,GO:0055085
PLSCT00000011131	GO:0006979,GO:0016671,GO:0030091,GO:0033743,GO:0055114
PLSCT00000010695	GO:0008152,GO:0016758
PLSCT00000020703	GO:0000287,GO:0005986,GO:0050307
PLSCT00000005478	GO:0003824,GO:0009058,GO:0030170
PLSCT00000020225	GO:0003980,GO:0006486
PLSCT00000004337	GO:0005515
PLSCT00000016579	GO:0003824,GO:0008033,GO:0017150,GO:0050660,GO:0055114
PLSCT00000013263	GO:0005524
PLSCT00000015575	GO:0005515,GO:0006355,GO:0006355,GO:0009584,GO:0006355,GO:0009584,GO:0018298,GO:0018298
PLSCT00000021644	GO:0000155,GO:0007165,GO:0006355
PLSCT00000020345	GO:0005618,GO:0030599,GO:0042545
PLSCT00000015854	GO:0016787
PLSCT00000014426	GO:0000413,GO:0003755,GO:0006457,GO:0003755,GO:0006457
PLSCT00000017597	GO:0008641
PLSCT00000003251	GO:0005506,GO:0016705,GO:0020037,GO:0055114,GO:0016705,GO:0055114
PLSCT00000000867	GO:0046854
PLSCT00000014222	GO:0005634,GO:0006334
PLSCT00000006216	GO:0005525,GO:0005525,GO:0007264
PLSCT00000013764	GO:0003697,GO:0006260
PLSCT00000012538	GO:0005509,GO:0005783,GO:0006457,GO:0051082
PLSCT00000009130	GO:0003677,GO:0003918,GO:0005524,GO:0006265
PLSCT00000021447	GO:0003677,GO:0003677,GO:0005634,GO:0006355,GO:0009725
PLSCT00000013816	GO:0003700,GO:0006355,GO:0008270,GO:0043565,GO:0006355,GO:0008270
PLSCT00000020083	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0000166,GO:0004828,GO:0005524,GO:0005737,GO:0006434
PLSCT00000001276	GO:0005515,GO:0008270,GO:0008270
PLSCT00000002556	GO:0008152,GO:0016787
PLSCT00000011552	GO:0005515
PLSCT00000002311	GO:0004075,GO:0005524,GO:0005524
PLSCT00000010930	GO:0003677,GO:0006281,GO:0033699,GO:0003824
PLSCT00000015130	GO:0005515
PLSCT00000003727	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000016459	GO:0008270
PLSCT00000016337	GO:0005515,GO:0008299,GO:0030604,GO:0046872,GO:0055114,GO:0055114,GO:0070402
PLSCT00000004527	GO:0003677,GO:0003899,GO:0005634,GO:0006351,GO:0003677,GO:0003899,GO:0006351
PLSCT00000002286	GO:0005096
PLSCT00000009138	GO:0009523,GO:0009654,GO:0015979,GO:0042651
PLSCT00000008099	GO:0005515,GO:0006364
PLSCT00000017273	GO:0016702,GO:0055114
PLSCT00000004445	GO:0004668,GO:0009446,GO:0009446,GO:0047632
PLSCT00000017142	GO:0003824,GO:0030170
PLSCT00000002288	GO:0007034,GO:0010252,GO:0030904,GO:0048364,GO:0035091
PLSCT00000002143	GO:0010223,GO:1901601
PLSCT00000014731	GO:0003743,GO:0005737,GO:0005852
PLSCT00000021219	GO:0005515
PLSCT00000006526	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0003735,GO:0005840,GO:0006412
PLSCT00000010839	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000018381	GO:0009916,GO:0055114
PLSCT00000012804	GO:0000145,GO:0006887
PLSCT00000008168	GO:0005634
PLSCT00000000199	GO:0003677
PLSCT00000002564	GO:0005847,GO:0006378,GO:0006379
PLSCT00000003575	GO:0003700,GO:0006355,GO:0043565
PLSCT00000016865	GO:0005515
PLSCT00000020839	GO:0003824,GO:0005975,GO:0030246,GO:0004553,GO:0005975
PLSCT00000018634	GO:0003677,GO:0006260,GO:0005524
PLSCT00000010191	GO:0000166,GO:0000166,GO:0046872,GO:0005507,GO:0006812,GO:0016021,GO:0019829,GO:0016021,GO:0030001,GO:0046872
PLSCT00000020392	GO:0003676,GO:0005524
PLSCT00000010100	GO:0003779,GO:0005622,GO:0015629,GO:0030042
PLSCT00000009068	GO:0006400,GO:0008479,GO:0008616
PLSCT00000006799	GO:0005525,GO:0005525,GO:0007264
PLSCT00000003137	GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085
PLSCT00000017329	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085
PLSCT00000021531	GO:0006812,GO:0008324,GO:0016021,GO:0055085
PLSCT00000018101	GO:0005215,GO:0006810,GO:0016020
PLSCT00000016785	GO:0004550,GO:0006165,GO:0006183,GO:0006228,GO:0006241
PLSCT00000014808	GO:0003824,GO:0003824,GO:0008152,GO:0004425
PLSCT00000016530	GO:0005634
PLSCT00000019452	GO:0005515
PLSCT00000020163	GO:0003824,GO:0008033,GO:0017150,GO:0050660,GO:0055114,GO:0046872
PLSCT00000005442	GO:0005525,GO:0005525,GO:0007264
PLSCT00000020556	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0003735,GO:0006412,GO:0015935
PLSCT00000013974	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085,GO:0005524,GO:0016887
PLSCT00000006837	GO:0005515
PLSCT00000011632	GO:0005515
PLSCT00000015618	GO:0005525,GO:0005525,GO:0007264
PLSCT00000008618	GO:0004553,GO:0004553,GO:0005975
PLSCT00000010437	GO:0004579,GO:0005783,GO:0006486,GO:0016021
PLSCT00000003851	GO:0003735,GO:0005840,GO:0006412
PLSCT00000020834	GO:0007034,GO:0010252,GO:0030904,GO:0048364,GO:0035091
PLSCT00000015636	GO:0008446,GO:0019673
PLSCT00000011251	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524,GO:0007165
PLSCT00000020988	GO:0016021
PLSCT00000015675	GO:0003676,GO:0005524
PLSCT00000020563	GO:0003677,GO:0004519,GO:0005622,GO:0006281,GO:0004518,GO:0006281
PLSCT00000005411	GO:0005525
PLSCT00000013629	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000013400	GO:0005515
PLSCT00000016897	GO:0004601,GO:0006979,GO:0020037,GO:0055114,GO:0004601,GO:0042744
PLSCT00000014377	GO:0004672,GO:0005524,GO:0006468,GO:0005524
PLSCT00000005973	GO:0000166,GO:0003676
PLSCT00000013464	GO:0005515
PLSCT00000002185	GO:0005515
PLSCT00000017029	GO:0004497,GO:0005506,GO:0020037,GO:0055114,GO:0005506,GO:0016705,GO:0020037,GO:0055114
PLSCT00000006225	GO:0004733,GO:0008615,GO:0055114,GO:0004733,GO:0010181,GO:0055114,GO:0010181,GO:0016491,GO:0055114,GO:0016638,GO:0055114
PLSCT00000005301	GO:0006633,GO:0050080
PLSCT00000002993	GO:0005488
PLSCT00000021504	GO:0003824,GO:0050662
PLSCT00000009583	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000016645	GO:0005198,GO:0006886,GO:0016192,GO:0030126,GO:0005488,GO:0005737,GO:0006886,GO:0006886,GO:0016192,GO:0030117
PLSCT00000015935	GO:0003924,GO:0006807,GO:0016151
PLSCT00000017633	GO:0005515
PLSCT00000020589	GO:0016868,GO:0071704
PLSCT00000014157	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005515
PLSCT00000018170	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0007049,GO:0005524
PLSCT00000020802	GO:0008565,GO:0015031,GO:0030904,GO:0042147
PLSCT00000002486	GO:0018738,GO:0046294
PLSCT00000018899	GO:0004484
PLSCT00000020408	GO:0005515
PLSCT00000010456	GO:0016491,GO:0055114
PLSCT00000009911	GO:0008152,GO:0008168
PLSCT00000000277	GO:0005216,GO:0055085
PLSCT00000016180	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000004599	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0000166,GO:0004823,GO:0005524,GO:0006429,GO:0002161,GO:0006418
PLSCT00000000428	GO:0008270,GO:0016491,GO:0055114,GO:0055114
PLSCT00000016275	GO:0016180,GO:0032039
PLSCT00000014510	GO:0016021,GO:0016757
PLSCT00000014328	GO:0055085
PLSCT00000004195	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0000166,GO:0004820,GO:0005524,GO:0005737,GO:0006426
PLSCT00000015196	GO:0003723,GO:0004809,GO:0008033
PLSCT00000006575	GO:0016021
PLSCT00000018661	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000001982	GO:0005524
PLSCT00000019555	GO:0005515
PLSCT00000006085	GO:0005506,GO:0016705,GO:0020037,GO:0055114
PLSCT00000004538	GO:0005975,GO:0008184
PLSCT00000004046	GO:0005737
PLSCT00000020122	GO:0005488,GO:0006886,GO:0016192,GO:0030117
PLSCT00000001220	GO:0005515
PLSCT00000006597	GO:0016021
PLSCT00000010443	GO:0005515,GO:0051287,GO:0055114
PLSCT00000001344	GO:0005216,GO:0006811,GO:0016020,GO:0055085
PLSCT00000021537	GO:0005375,GO:0016021,GO:0035434
PLSCT00000008156	GO:0008270
PLSCT00000011132	GO:0016829,GO:0017009
PLSCT00000013188	GO:0003777,GO:0005524,GO:0007018,GO:0003777,GO:0005524,GO:0007018,GO:0008017,GO:0003777,GO:0007018,GO:0005488,GO:0005515,GO:0008017,GO:0032886,GO:0048364
PLSCT00000016418	GO:0005488,GO:0005874
PLSCT00000014091	GO:0005777,GO:0010468
PLSCT00000010053	GO:0004672,GO:0005524,GO:0006468
PLSCT00000012120	GO:0003824,GO:0003824,GO:0009058,GO:0030170,GO:0006520,GO:0008483,GO:0009058,GO:0030170
PLSCT00000017312	GO:0003824,GO:0016846
PLSCT00000003950	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000008363	GO:0000413,GO:0003755,GO:0006457,GO:0003755,GO:0006457
PLSCT00000012950	GO:0005215,GO:0006810,GO:0016020
PLSCT00000000530	GO:0000148,GO:0003843,GO:0006075,GO:0016020
PLSCT00000003603	GO:0015992,GO:0016471,GO:0016820
PLSCT00000020468	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000010791	GO:0004601,GO:0006979,GO:0020037,GO:0055114,GO:0004601,GO:0055114
PLSCT00000010284	GO:0004040
PLSCT00000013260	GO:0016491
PLSCT00000020491	GO:0000287,GO:0004743,GO:0006096,GO:0030955,GO:0003824
PLSCT00000004296	GO:0016787
PLSCT00000000259	GO:0005488
PLSCT00000005197	GO:0006506,GO:0016021
PLSCT00000006248	GO:0009055,GO:0015035,GO:0045454,GO:0045454
PLSCT00000013751	GO:0000166,GO:0004813,GO:0005524,GO:0006419,GO:0000166,GO:0005737,GO:0003676,GO:0004813,GO:0005524,GO:0006419
PLSCT00000000710	GO:0000166,GO:0003676
PLSCT00000010012	GO:0016021,GO:0055085
PLSCT00000006367	GO:0005515,GO:0008270
PLSCT00000003704	GO:0005524,GO:0016887
PLSCT00000019207	GO:0000155,GO:0007165,GO:0000160,GO:0016310,GO:0016772
PLSCT00000003273	GO:0003989,GO:0005524,GO:0006633
PLSCT00000006748	GO:0030001,GO:0046872
PLSCT00000001482	GO:0003677,GO:0005634
PLSCT00000001620	GO:0005515
PLSCT00000006182	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0006412
PLSCT00000009106	GO:0004553,GO:0005975,GO:0005975
PLSCT00000009826	GO:0005381,GO:0016021,GO:0034755
PLSCT00000006607	GO:0004616,GO:0055114,GO:0016491,GO:0055114,GO:0051287,GO:0055114
PLSCT00000020527	GO:0004573,GO:0009311
PLSCT00000015607	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000013208	GO:0016021,GO:0022857
PLSCT00000013000	GO:0005515
PLSCT00000009189	GO:0003993,GO:0046872,GO:0016787
PLSCT00000015118	GO:0000902,GO:0003779,GO:0007010
PLSCT00000015920	GO:0016491,GO:0055114
PLSCT00000010413	GO:0016491,GO:0055114
PLSCT00000006709	GO:0008270,GO:0016491,GO:0055114,GO:0055114
PLSCT00000010815	GO:0008270,GO:0016491,GO:0055114,GO:0016491,GO:0055114
PLSCT00000007559	GO:0003676
PLSCT00000001101	GO:0005215,GO:0006810,GO:0016021,GO:0005524,GO:0016887
PLSCT00000006107	GO:0005515
PLSCT00000011046	GO:0000439,GO:0004003,GO:0005634,GO:0006289
PLSCT00000013991	GO:0003682
PLSCT00000000308	GO:0005515
PLSCT00000020294	GO:0008483,GO:0030170
PLSCT00000003893	GO:0005515
PLSCT00000019658	GO:0009055
PLSCT00000011478	GO:0005622,GO:0006888,GO:0006810
PLSCT00000003670	GO:0000166,GO:0003676
PLSCT00000006757	GO:0003824,GO:0005992
PLSCT00000020087	GO:0016491,GO:0055114
PLSCT00000013109	GO:0003824,GO:0004356,GO:0006542,GO:0006807,GO:0004356,GO:0006807
PLSCT00000003552	GO:0005622,GO:0006810
PLSCT00000002696	GO:0005525,GO:0007264
PLSCT00000014743	GO:0016829,GO:0017009
PLSCT00000017459	GO:0046983
PLSCT00000012090	GO:0003824,GO:0050662
PLSCT00000004836	GO:0005509
PLSCT00000001583	GO:0004045
PLSCT00000018653	GO:0000796,GO:0007076
PLSCT00000018417	GO:0000439,GO:0004003,GO:0005634,GO:0006289
PLSCT00000009055	GO:0016021
PLSCT00000017719	GO:0000439,GO:0006289,GO:0006355
PLSCT00000017635	GO:0005524,GO:0009058
PLSCT00000001187	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005515
PLSCT00000018354	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005515,GO:0005524
PLSCT00000018430	GO:0004175,GO:0006511,GO:0019773,GO:0004298,GO:0004298,GO:0005839,GO:0051603
PLSCT00000014260	GO:0005524,GO:0006457,GO:0009408,GO:0051082,GO:0006457,GO:0051082,GO:0031072,GO:0051082
PLSCT00000007806	GO:0003677,GO:0005634,GO:0006355,GO:0009725
PLSCT00000013783	GO:0005515
PLSCT00000017751	GO:0000226,GO:0000922,GO:0005815,GO:0007020,GO:0043015
PLSCT00000018473	GO:0005509,GO:0005544
PLSCT00000006239	GO:0005515,GO:0005515,GO:0007165,GO:0043531
PLSCT00000021253	GO:0001522,GO:0003723,GO:0009451,GO:0009982
PLSCT00000021299	GO:0006450
PLSCT00000019057	GO:0003777,GO:0007018
PLSCT00000008276	GO:0005524,GO:0006298,GO:0030983
PLSCT00000003891	GO:0005515
PLSCT00000003725	GO:0008168
PLSCT00000002317	GO:0005515
PLSCT00000009699	GO:0003824,GO:0010181,GO:0016491,GO:0055114
PLSCT00000017114	GO:0003677,GO:0006355
PLSCT00000021553	GO:0005215,GO:0006810,GO:0016021,GO:0005524,GO:0016887
PLSCT00000000237	GO:0004185,GO:0006508
PLSCT00000003496	GO:0009785,GO:0009882
PLSCT00000005785	GO:0003677,GO:0006355
PLSCT00000000914	GO:0005618,GO:0030599,GO:0042545
PLSCT00000016208	GO:0003995,GO:0055114,GO:0008152,GO:0016627,GO:0050660,GO:0055114,GO:0008152,GO:0016627,GO:0055114,GO:0016627,GO:0055114
PLSCT00000015580	GO:0003824,GO:0009058,GO:0030170,GO:0009089,GO:0010285
PLSCT00000000400	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0004831
PLSCT00000008084	GO:0003677,GO:0006355
PLSCT00000015302	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085,GO:0005524,GO:0016887
PLSCT00000002509	GO:0009231,GO:0009349
PLSCT00000007332	GO:0003676,GO:0005634
PLSCT00000018668	GO:0005488,GO:0005515
PLSCT00000006803	GO:0016442,GO:0031047
PLSCT00000008893	GO:0003824,GO:0003824,GO:0051536,GO:0006777,GO:0019008,GO:0051539,GO:0006777,GO:0046872
PLSCT00000003245	GO:0000166,GO:0003676
PLSCT00000011213	GO:0046872
PLSCT00000005654	GO:0015078,GO:0015991,GO:0033179
PLSCT00000012148	GO:0005515,GO:0008270
PLSCT00000006660	GO:0008270,GO:0016491,GO:0008270,GO:0016491,GO:0055114,GO:0016491,GO:0055114
PLSCT00000021475	GO:0005515
PLSCT00000001977	GO:0016567
PLSCT00000012904	GO:0003824
PLSCT00000012348	GO:0000166,GO:0003676,GO:0003723,GO:0005634,GO:0006397
PLSCT00000019318	GO:0005488,GO:0005975,GO:0006886,GO:0016192,GO:0030117,GO:0006886,GO:0016192,GO:0030131,GO:0015926
PLSCT00000007855	GO:0000166
PLSCT00000016905	GO:0004672,GO:0005524,GO:0006468
PLSCT00000021236	GO:0003677,GO:0003677,GO:0006355
PLSCT00000010665	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000016380	GO:0046983
PLSCT00000007833	GO:0007165
