PLSCT00000016654	InterPro:IPR003817,InterPro:IPR033177
PLSCT00000006191	InterPro:IPR000375,InterPro:IPR001401,InterPro:IPR003130,InterPro:IPR019762,InterPro:IPR020850,InterPro:IPR022812,InterPro:IPR027417,InterPro:IPR030381
PLSCT00000011893	InterPro:IPR012438
PLSCT00000007442	InterPro:IPR002809,InterPro:IPR008568
PLSCT00000008668	InterPro:IPR004254
PLSCT00000019876	InterPro:IPR007741,InterPro:IPR012336
PLSCT00000003181	InterPro:IPR008030,InterPro:IPR016040
PLSCT00000011922	InterPro:IPR001683,InterPro:IPR015404
PLSCT00000013067	InterPro:IPR001929,InterPro:IPR006045,InterPro:IPR011051,InterPro:IPR014710
PLSCT00000015509	InterPro:IPR001251
PLSCT00000016449	InterPro:IPR025564,InterPro:IPR033344
PLSCT00000010844	InterPro:IPR001509,InterPro:IPR005886,InterPro:IPR016040
PLSCT00000017952	InterPro:IPR000225,InterPro:IPR011989,InterPro:IPR016024
PLSCT00000001839	InterPro:IPR002220,InterPro:IPR005263,InterPro:IPR013785,InterPro:IPR020624,InterPro:IPR020625
PLSCT00000011038	InterPro:IPR012955
PLSCT00000019923	InterPro:IPR022228
PLSCT00000004604	InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR017871,InterPro:IPR022374,InterPro:IPR027417,InterPro:IPR032781
PLSCT00000009072	InterPro:IPR004855,InterPro:IPR009083,InterPro:IPR009088,InterPro:IPR013028
PLSCT00000012495	InterPro:IPR003888
PLSCT00000014161	InterPro:IPR022812,InterPro:IPR027417
PLSCT00000013509	InterPro:IPR002731
PLSCT00000008691	InterPro:IPR000210,InterPro:IPR011333
PLSCT00000011296	InterPro:IPR027417
PLSCT00000003004	InterPro:IPR001387,InterPro:IPR010982,InterPro:IPR013729
PLSCT00000004791	InterPro:IPR000194,InterPro:IPR004100,InterPro:IPR020003,InterPro:IPR027417
PLSCT00000016490	InterPro:IPR005176,InterPro:IPR014764
PLSCT00000014829	InterPro:IPR001241,InterPro:IPR006171,InterPro:IPR013759,InterPro:IPR013760,InterPro:IPR018522
PLSCT00000009899	InterPro:IPR003676
PLSCT00000017183	InterPro:IPR021894
PLSCT00000001603	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR020472
PLSCT00000014717	InterPro:IPR001680,InterPro:IPR001810,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR020472
PLSCT00000000583	InterPro:IPR001005,InterPro:IPR006447,InterPro:IPR009057,InterPro:IPR017930
PLSCT00000008086	InterPro:IPR000225,InterPro:IPR011989,InterPro:IPR016024
PLSCT00000015079	InterPro:IPR002628,InterPro:IPR011250
PLSCT00000006754	InterPro:IPR027640
PLSCT00000001786	InterPro:IPR011989,InterPro:IPR013180,InterPro:IPR016024
PLSCT00000019839	InterPro:IPR026847
PLSCT00000016267	InterPro:IPR001806,InterPro:IPR005225,InterPro:IPR027417
PLSCT00000020947	InterPro:IPR000620
PLSCT00000007139	InterPro:IPR002155,InterPro:IPR016039,InterPro:IPR020610,InterPro:IPR020613,InterPro:IPR020616,InterPro:IPR020617
PLSCT00000012371	InterPro:IPR000330,InterPro:IPR001650,InterPro:IPR027417
PLSCT00000020073	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986
PLSCT00000018799	InterPro:IPR004159
PLSCT00000020580	InterPro:IPR017941
PLSCT00000008203	InterPro:IPR002048,InterPro:IPR011992
PLSCT00000003312	InterPro:IPR004263
PLSCT00000011550	InterPro:IPR015915
PLSCT00000004219	InterPro:IPR005549
PLSCT00000017256	InterPro:IPR016082,InterPro:IPR018038
PLSCT00000005090	InterPro:IPR025486
PLSCT00000005282	InterPro:IPR002885,InterPro:IPR011990
PLSCT00000017124	InterPro:IPR006594,InterPro:IPR006595,InterPro:IPR013083,InterPro:IPR013144,InterPro:IPR024964
PLSCT00000012001	InterPro:IPR001356,InterPro:IPR009057,InterPro:IPR018501
PLSCT00000016921	InterPro:IPR003593,InterPro:IPR003959,InterPro:IPR003960,InterPro:IPR027417
PLSCT00000012219	InterPro:IPR001128,InterPro:IPR002401,InterPro:IPR017972
PLSCT00000014462	InterPro:IPR004823,InterPro:IPR009072,InterPro:IPR011442,InterPro:IPR016024
PLSCT00000019189	InterPro:IPR000626,InterPro:IPR019956,InterPro:IPR029071
PLSCT00000005935	InterPro:IPR004456,InterPro:IPR006124,InterPro:IPR017849,InterPro:IPR017850
PLSCT00000015835	InterPro:IPR000008
PLSCT00000010676	InterPro:IPR019542,InterPro:IPR024943
PLSCT00000004420	InterPro:IPR004000,InterPro:IPR004001
PLSCT00000021301	InterPro:IPR003675
PLSCT00000006496	InterPro:IPR002314,InterPro:IPR002316,InterPro:IPR004154,InterPro:IPR004499,InterPro:IPR006195,InterPro:IPR016061,InterPro:IPR017449,InterPro:IPR033721
PLSCT00000004488	InterPro:IPR005607
PLSCT00000006343	InterPro:IPR001199
PLSCT00000012365	InterPro:IPR029705
PLSCT00000011749	InterPro:IPR001576,InterPro:IPR015824,InterPro:IPR015901
PLSCT00000014269	InterPro:IPR005828,InterPro:IPR020846
PLSCT00000006922	InterPro:IPR000133
PLSCT00000009164	InterPro:IPR013083,InterPro:IPR027934
PLSCT00000005896	InterPro:IPR002817,InterPro:IPR025747
PLSCT00000014110	InterPro:IPR000092,InterPro:IPR008949,InterPro:IPR033749
PLSCT00000017690	InterPro:IPR009450
PLSCT00000010572	InterPro:IPR005024
PLSCT00000006101	InterPro:IPR007062
PLSCT00000001329	InterPro:IPR001478
PLSCT00000021457	InterPro:IPR001272,InterPro:IPR008210
PLSCT00000018421	InterPro:IPR004598
PLSCT00000006720	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR020472,InterPro:IPR032847
PLSCT00000020652	InterPro:IPR015943,InterPro:IPR017986
PLSCT00000006610	InterPro:IPR000892
PLSCT00000014949	InterPro:IPR001471,InterPro:IPR016177
PLSCT00000004443	InterPro:IPR007466,InterPro:IPR017754
PLSCT00000015778	InterPro:IPR005805,InterPro:IPR006317,InterPro:IPR014349,InterPro:IPR017941
PLSCT00000006714	InterPro:IPR001757,InterPro:IPR004014,InterPro:IPR008250,InterPro:IPR018303,InterPro:IPR023298,InterPro:IPR023299
PLSCT00000003507	InterPro:IPR002921,InterPro:IPR029058
PLSCT00000010744	InterPro:IPR003034,InterPro:IPR004808,InterPro:IPR005135,InterPro:IPR020847
PLSCT00000020422	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR002912,InterPro:IPR011009
PLSCT00000019918	InterPro:IPR011991,InterPro:IPR021660
PLSCT00000001702	InterPro:IPR011527
PLSCT00000005277	InterPro:IPR014720
PLSCT00000011730	InterPro:IPR001208,InterPro:IPR003593,InterPro:IPR012340,InterPro:IPR027417,InterPro:IPR031327,InterPro:IPR033762
PLSCT00000007151	InterPro:IPR000217,InterPro:IPR002454,InterPro:IPR003008,InterPro:IPR008280,InterPro:IPR017975,InterPro:IPR018316
PLSCT00000002049	InterPro:IPR021419
PLSCT00000020127	InterPro:IPR000595,InterPro:IPR000719,InterPro:IPR011009,InterPro:IPR014710,InterPro:IPR017441,InterPro:IPR018490
PLSCT00000001152	InterPro:IPR000836,InterPro:IPR005946,InterPro:IPR029057,InterPro:IPR029099
PLSCT00000010951	InterPro:IPR001466,InterPro:IPR012338
PLSCT00000014467	InterPro:IPR005024
PLSCT00000017178	InterPro:IPR001858,InterPro:IPR008914
PLSCT00000006242	InterPro:IPR002921,InterPro:IPR029058
PLSCT00000012586	InterPro:IPR011598
PLSCT00000011327	InterPro:IPR000462,InterPro:IPR014472
PLSCT00000020499	InterPro:IPR006047,InterPro:IPR012850,InterPro:IPR013780,InterPro:IPR013781,InterPro:IPR015902,InterPro:IPR017853
PLSCT00000015754	InterPro:IPR013126,InterPro:IPR018181
PLSCT00000017076	InterPro:IPR001412,InterPro:IPR002305,InterPro:IPR002306,InterPro:IPR014729
PLSCT00000011953	InterPro:IPR011991,InterPro:IPR015285,InterPro:IPR030484
PLSCT00000017841	InterPro:IPR001911
PLSCT00000011421	InterPro:IPR001727
PLSCT00000014183	InterPro:IPR018791
PLSCT00000000809	InterPro:IPR003819
PLSCT00000004170	InterPro:IPR000403,InterPro:IPR011009,InterPro:IPR015275
PLSCT00000000302	InterPro:IPR016040
PLSCT00000013892	InterPro:IPR007529
PLSCT00000012210	InterPro:IPR001533
PLSCT00000007399	InterPro:IPR003832
PLSCT00000008979	InterPro:IPR007080,InterPro:IPR015699
PLSCT00000014146	InterPro:IPR000070,InterPro:IPR011050,InterPro:IPR012334,InterPro:IPR033131
PLSCT00000006277	InterPro:IPR003197
PLSCT00000000991	InterPro:IPR026057,InterPro:IPR029962,InterPro:IPR029965
PLSCT00000017128	InterPro:IPR006594,InterPro:IPR006595,InterPro:IPR013083,InterPro:IPR013144,InterPro:IPR024964
PLSCT00000013673	InterPro:IPR000195
PLSCT00000004557	InterPro:IPR000700,InterPro:IPR003594,InterPro:IPR003661,InterPro:IPR005467
PLSCT00000019379	InterPro:IPR004843,InterPro:IPR006186,InterPro:IPR029052
PLSCT00000017175	InterPro:IPR000089,InterPro:IPR001249,InterPro:IPR011053
PLSCT00000008628	InterPro:IPR007234
PLSCT00000013059	InterPro:IPR000362,InterPro:IPR004769,InterPro:IPR008948,InterPro:IPR013539,InterPro:IPR020557,InterPro:IPR022761,InterPro:IPR024083
PLSCT00000005632	InterPro:IPR001494,InterPro:IPR011989,InterPro:IPR013598,InterPro:IPR016024
PLSCT00000010318	InterPro:IPR000620,InterPro:IPR030184
PLSCT00000003637	InterPro:IPR005886,InterPro:IPR016040
PLSCT00000015511	InterPro:IPR006133,InterPro:IPR006134,InterPro:IPR006172,InterPro:IPR012337
PLSCT00000012897	InterPro:IPR007238,InterPro:IPR016558
PLSCT00000009095	InterPro:IPR001965,InterPro:IPR011011,InterPro:IPR013083,InterPro:IPR019786,InterPro:IPR019787
PLSCT00000011406	InterPro:IPR002067,InterPro:IPR018108,InterPro:IPR023395
PLSCT00000019148	InterPro:IPR008417
PLSCT00000005060	InterPro:IPR002504,InterPro:IPR016064,InterPro:IPR017437,InterPro:IPR017438
PLSCT00000006682	InterPro:IPR028103,InterPro:IPR028107
PLSCT00000006151	InterPro:IPR011679,InterPro:IPR012336,InterPro:IPR013766
PLSCT00000000676	InterPro:IPR004531,InterPro:IPR005146,InterPro:IPR005147,InterPro:IPR009061,InterPro:IPR020825
PLSCT00000004265	InterPro:IPR002625,InterPro:IPR002885
PLSCT00000003033	InterPro:IPR001806,InterPro:IPR011992,InterPro:IPR013566,InterPro:IPR013567,InterPro:IPR018247,InterPro:IPR020860,InterPro:IPR027417
PLSCT00000018900	InterPro:IPR000340,InterPro:IPR000387,InterPro:IPR016130,InterPro:IPR020422,InterPro:IPR029021
PLSCT00000003211	InterPro:IPR000559,InterPro:IPR027417
PLSCT00000003783	InterPro:IPR004000,InterPro:IPR027678
PLSCT00000002364	InterPro:IPR001005,InterPro:IPR017877
PLSCT00000001178	InterPro:IPR000408,InterPro:IPR009091,InterPro:IPR032996
PLSCT00000003769	InterPro:IPR001433,InterPro:IPR001834,InterPro:IPR008333,InterPro:IPR017927,InterPro:IPR017938
PLSCT00000004260	InterPro:IPR001005,InterPro:IPR009057,InterPro:IPR017930
PLSCT00000005889	InterPro:IPR007255,InterPro:IPR016159,InterPro:IPR016632
PLSCT00000005392	InterPro:IPR001171
PLSCT00000019371	InterPro:IPR020966
PLSCT00000015849	InterPro:IPR003594,InterPro:IPR013507,InterPro:IPR014721,InterPro:IPR014762,InterPro:IPR020568,InterPro:IPR028831
PLSCT00000003190	InterPro:IPR001395,InterPro:IPR018170,InterPro:IPR023210
PLSCT00000019673	InterPro:IPR011989,InterPro:IPR016024
PLSCT00000002546	InterPro:IPR000994,InterPro:IPR031615
PLSCT00000019176	InterPro:IPR024298,InterPro:IPR024340,InterPro:IPR024880
PLSCT00000008511	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000012555	InterPro:IPR001163,InterPro:IPR010920,InterPro:IPR027078
PLSCT00000008197	InterPro:IPR002500,InterPro:IPR014729
PLSCT00000015506	InterPro:IPR019148
PLSCT00000003088	InterPro:IPR005821
PLSCT00000011205	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR020472
PLSCT00000006103	InterPro:IPR000504,InterPro:IPR000571,InterPro:IPR012677,InterPro:IPR032297
PLSCT00000014795	InterPro:IPR012462
PLSCT00000006453	InterPro:IPR005123,InterPro:IPR026992,InterPro:IPR027443
PLSCT00000017977	InterPro:IPR013210
PLSCT00000007396	InterPro:IPR002628,InterPro:IPR011250
PLSCT00000017091	InterPro:IPR000850,InterPro:IPR027417,InterPro:IPR033690
PLSCT00000005673	InterPro:IPR001451,InterPro:IPR011004
PLSCT00000002327	InterPro:IPR000111,InterPro:IPR002241,InterPro:IPR013785,InterPro:IPR017853
PLSCT00000021083	InterPro:IPR016039,InterPro:IPR020615,InterPro:IPR020616
PLSCT00000001354	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR020472,InterPro:IPR027525
PLSCT00000002078	InterPro:IPR015414,InterPro:IPR032816
PLSCT00000012246	InterPro:IPR007855
PLSCT00000004621	InterPro:IPR003107,InterPro:IPR008847,InterPro:IPR011990
PLSCT00000005610	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR027728
PLSCT00000005721	InterPro:IPR009675,InterPro:IPR027329
PLSCT00000005350	InterPro:IPR003107,InterPro:IPR011990
PLSCT00000016113	InterPro:IPR001401,InterPro:IPR022812,InterPro:IPR027417,InterPro:IPR030381
PLSCT00000007563	InterPro:IPR011989,InterPro:IPR016024
PLSCT00000018824	InterPro:IPR000504,InterPro:IPR001878,InterPro:IPR012677
PLSCT00000009392	InterPro:IPR011989,InterPro:IPR016024
PLSCT00000011283	InterPro:IPR004788
PLSCT00000011345	InterPro:IPR001214,InterPro:IPR003616,InterPro:IPR006560,InterPro:IPR025787
PLSCT00000001983	InterPro:IPR003958,InterPro:IPR009072
PLSCT00000006662	InterPro:IPR001406,InterPro:IPR020094,InterPro:IPR020095,InterPro:IPR020097,InterPro:IPR020103
PLSCT00000005058	InterPro:IPR010492
PLSCT00000010271	InterPro:IPR000330,InterPro:IPR001650,InterPro:IPR001841,InterPro:IPR013083,InterPro:IPR014001,InterPro:IPR017907,InterPro:IPR027370,InterPro:IPR027417
PLSCT00000018713	InterPro:IPR002020,InterPro:IPR005811,InterPro:IPR016040,InterPro:IPR016102,InterPro:IPR016143,InterPro:IPR017440,InterPro:IPR017866,InterPro:IPR033847
PLSCT00000008256	InterPro:IPR001096,InterPro:IPR028361
PLSCT00000000385	InterPro:IPR001128,InterPro:IPR002401,InterPro:IPR017972
PLSCT00000020401	InterPro:IPR001597,InterPro:IPR015421,InterPro:IPR015422,InterPro:IPR015424,InterPro:IPR023603
PLSCT00000003064	InterPro:IPR003340,InterPro:IPR015300
PLSCT00000014025	InterPro:IPR011701,InterPro:IPR020846
PLSCT00000014175	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986
PLSCT00000016867	InterPro:IPR000626,InterPro:IPR022591,InterPro:IPR029071
PLSCT00000020219	InterPro:IPR027749,InterPro:IPR032675
PLSCT00000011469	InterPro:IPR003305,InterPro:IPR008979
PLSCT00000005575	InterPro:IPR012317,InterPro:IPR022003
PLSCT00000014625	InterPro:IPR007149
PLSCT00000013866	InterPro:IPR000719,InterPro:IPR001611,InterPro:IPR003591,InterPro:IPR011009,InterPro:IPR013320,InterPro:IPR032675
PLSCT00000016222	InterPro:IPR001025
PLSCT00000001729	InterPro:IPR026319
PLSCT00000004019	InterPro:IPR027986,InterPro:IPR027989,InterPro:IPR028031
PLSCT00000003845	InterPro:IPR004240
PLSCT00000017079	InterPro:IPR002306
PLSCT00000006128	InterPro:IPR002327,InterPro:IPR009056
PLSCT00000007540	InterPro:IPR000743,InterPro:IPR011050,InterPro:IPR012334
PLSCT00000006428	InterPro:IPR001781,InterPro:IPR003903
PLSCT00000019287	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR008271,InterPro:IPR011009
PLSCT00000021618	InterPro:IPR001005,InterPro:IPR009057,InterPro:IPR017930
PLSCT00000003875	InterPro:IPR026010
PLSCT00000006089	InterPro:IPR000795,InterPro:IPR004160,InterPro:IPR004161,InterPro:IPR004541,InterPro:IPR005225,InterPro:IPR009000,InterPro:IPR009001,InterPro:IPR027417,InterPro:IPR031157,InterPro:IPR033720
PLSCT00000003753	InterPro:IPR013057
PLSCT00000010652	InterPro:IPR005814,InterPro:IPR015422,InterPro:IPR015424
PLSCT00000019292	InterPro:IPR012493
PLSCT00000007433	InterPro:IPR019007
PLSCT00000016045	InterPro:IPR016833
PLSCT00000002931	InterPro:IPR008808
PLSCT00000021339	InterPro:IPR007257,InterPro:IPR021151
PLSCT00000020705	InterPro:IPR002759,InterPro:IPR016819
PLSCT00000013435	InterPro:IPR005651
PLSCT00000007995	InterPro:IPR000313
PLSCT00000010135	InterPro:IPR002938,InterPro:IPR023753
PLSCT00000017963	InterPro:IPR023753
PLSCT00000019895	InterPro:IPR001865,InterPro:IPR005707,InterPro:IPR018130,InterPro:IPR023591,InterPro:IPR027498
PLSCT00000004276	InterPro:IPR000504,InterPro:IPR012677,InterPro:IPR014720
PLSCT00000004547	InterPro:IPR000504,InterPro:IPR002344,InterPro:IPR006630,InterPro:IPR011991,InterPro:IPR012677
PLSCT00000006785	InterPro:IPR007700,InterPro:IPR021864
PLSCT00000006904	InterPro:IPR025344
PLSCT00000012588	InterPro:IPR011009
PLSCT00000008144	InterPro:IPR000999,InterPro:IPR003100,InterPro:IPR014720
PLSCT00000002144	InterPro:IPR011419,InterPro:IPR023335
PLSCT00000011431	InterPro:IPR001360,InterPro:IPR013781,InterPro:IPR017853,InterPro:IPR033132
PLSCT00000010576	InterPro:IPR002999,InterPro:IPR010304
PLSCT00000012886	InterPro:IPR004045,InterPro:IPR004046,InterPro:IPR010987,InterPro:IPR012336
PLSCT00000020989	InterPro:IPR000120,InterPro:IPR023631
PLSCT00000006779	InterPro:IPR006685,InterPro:IPR010920,InterPro:IPR011014
PLSCT00000007157	InterPro:IPR019358
PLSCT00000007508	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR011009
PLSCT00000019489	InterPro:IPR024867
PLSCT00000020472	InterPro:IPR012942
PLSCT00000003640	InterPro:IPR005135
PLSCT00000018435	InterPro:IPR002068,InterPro:IPR008978,InterPro:IPR031107
PLSCT00000014081	InterPro:IPR000911,InterPro:IPR006519,InterPro:IPR020783,InterPro:IPR020784,InterPro:IPR020785
PLSCT00000017946	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR017441
PLSCT00000009976	InterPro:IPR009836
PLSCT00000020398	InterPro:IPR002075,InterPro:IPR018222,InterPro:IPR032710
PLSCT00000012693	InterPro:IPR002625,InterPro:IPR013899
PLSCT00000008206	InterPro:IPR008580
PLSCT00000020799	InterPro:IPR004344,InterPro:IPR027751
PLSCT00000015829	InterPro:IPR000757,InterPro:IPR010713,InterPro:IPR013320,InterPro:IPR016455
PLSCT00000011294	InterPro:IPR010580
PLSCT00000013047	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR013320,InterPro:IPR017441
PLSCT00000006910	InterPro:IPR028472
PLSCT00000002619	InterPro:IPR009771,InterPro:IPR015943
PLSCT00000003139	InterPro:IPR001929,InterPro:IPR006045,InterPro:IPR011051,InterPro:IPR014710,InterPro:IPR019780
PLSCT00000014435	InterPro:IPR001878,InterPro:IPR004859,InterPro:IPR027073
PLSCT00000017230	InterPro:IPR000620
PLSCT00000003152	InterPro:IPR013057
PLSCT00000004039	InterPro:IPR004176
PLSCT00000017873	InterPro:IPR023753
PLSCT00000002832	InterPro:IPR002912
PLSCT00000015542	InterPro:IPR001251,InterPro:IPR011074
PLSCT00000010739	InterPro:IPR007941
PLSCT00000012689	InterPro:IPR001564
PLSCT00000006409	InterPro:IPR002048,InterPro:IPR011992,InterPro:IPR018247
PLSCT00000011021	InterPro:IPR012336
PLSCT00000012517	InterPro:IPR006867
PLSCT00000013372	InterPro:IPR009768
PLSCT00000015971	InterPro:IPR005202,InterPro:IPR030015
PLSCT00000010296	InterPro:IPR015590,InterPro:IPR016161,InterPro:IPR016162
PLSCT00000004028	InterPro:IPR003834
PLSCT00000015150	InterPro:IPR021134
PLSCT00000002440	InterPro:IPR027417
PLSCT00000001471	InterPro:IPR000504,InterPro:IPR012677,InterPro:IPR033110
PLSCT00000002547	InterPro:IPR001680,InterPro:IPR011047,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775
PLSCT00000004346	InterPro:IPR001932,InterPro:IPR015655
PLSCT00000018318	InterPro:IPR016439
PLSCT00000007230	InterPro:IPR008963,InterPro:IPR015914,InterPro:IPR029052
PLSCT00000000703	InterPro:IPR002048,InterPro:IPR011992,InterPro:IPR018247
PLSCT00000012989	InterPro:IPR002035,InterPro:IPR003034,InterPro:IPR005160,InterPro:IPR005161,InterPro:IPR006164,InterPro:IPR006165,InterPro:IPR016194,InterPro:IPR027388
PLSCT00000006374	InterPro:IPR003682,InterPro:IPR029063
PLSCT00000010479	InterPro:IPR001929,InterPro:IPR006045,InterPro:IPR011051,InterPro:IPR014710,InterPro:IPR019780
PLSCT00000013250	InterPro:IPR001854,InterPro:IPR018254
PLSCT00000000481	InterPro:IPR001471,InterPro:IPR016177
PLSCT00000020770	InterPro:IPR018939
PLSCT00000014699	InterPro:IPR000270
PLSCT00000009257	InterPro:IPR001077,InterPro:IPR011991,InterPro:IPR016461,InterPro:IPR029063
PLSCT00000002612	InterPro:IPR002100,InterPro:IPR033896
PLSCT00000015338	InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986
PLSCT00000012167	InterPro:IPR000330,InterPro:IPR010003,InterPro:IPR014001,InterPro:IPR027417
PLSCT00000002140	InterPro:IPR000322,InterPro:IPR011013,InterPro:IPR017853,InterPro:IPR025887,InterPro:IPR030458,InterPro:IPR031727
PLSCT00000016508	InterPro:IPR001940,InterPro:IPR009003,InterPro:IPR015724
PLSCT00000003338	InterPro:IPR003397,InterPro:IPR005678
PLSCT00000010873	InterPro:IPR019378
PLSCT00000010723	InterPro:IPR003511,InterPro:IPR027097
PLSCT00000008130	InterPro:IPR018108,InterPro:IPR023395
PLSCT00000013839	InterPro:IPR012336,InterPro:IPR021149
PLSCT00000020995	InterPro:IPR027356
PLSCT00000004702	InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR011009
PLSCT00000020336	InterPro:IPR033895
PLSCT00000014788	InterPro:IPR007192,InterPro:IPR011990,InterPro:IPR013026,InterPro:IPR019734
PLSCT00000001299	InterPro:IPR013581
PLSCT00000021313	InterPro:IPR003140,InterPro:IPR029058
PLSCT00000017345	InterPro:IPR001564,InterPro:IPR006602
PLSCT00000005682	InterPro:IPR004154,InterPro:IPR007109
PLSCT00000000430	InterPro:IPR000375,InterPro:IPR001849,InterPro:IPR003130,InterPro:IPR011993,InterPro:IPR020850,InterPro:IPR022812,InterPro:IPR027417,InterPro:IPR030381
PLSCT00000011866	InterPro:IPR001680,InterPro:IPR013934,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR020472
PLSCT00000010514	InterPro:IPR019140
PLSCT00000020029	InterPro:IPR001848,InterPro:IPR018268,InterPro:IPR027486
PLSCT00000005892	InterPro:IPR009291
PLSCT00000015367	InterPro:IPR001471,InterPro:IPR016177
PLSCT00000011829	InterPro:IPR002777,InterPro:IPR009053,InterPro:IPR016661
PLSCT00000017490	InterPro:IPR001279
PLSCT00000016650	InterPro:IPR000131
PLSCT00000008689	InterPro:IPR018607
PLSCT00000013729	InterPro:IPR011989,InterPro:IPR016024
PLSCT00000005584	InterPro:IPR003593,InterPro:IPR011704,InterPro:IPR027417
PLSCT00000001738	InterPro:IPR002882
PLSCT00000007763	InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR017441
PLSCT00000019963	InterPro:IPR003689
PLSCT00000016524	InterPro:IPR002194,InterPro:IPR002423,InterPro:IPR012719,InterPro:IPR017998,InterPro:IPR027409,InterPro:IPR027410,InterPro:IPR027413
