PLSCT00000016654	PFAM:PF02666
PLSCT00000014502	PFAM:PF00450
PLSCT00000007069	PFAM:PF07714,PFAM:PF12796
PLSCT00000002691	PFAM:PF00579
PLSCT00000017522	PFAM:PF08154
PLSCT00000001973	PFAM:PF00483
PLSCT00000015033	PFAM:PF00270
PLSCT00000000433	PFAM:PF00350,PFAM:PF01031
PLSCT00000013207	PFAM:PF02450
PLSCT00000014597	PFAM:PF02985,PFAM:PF12348,PFAM:PF12755
PLSCT00000002203	PFAM:PF07496
PLSCT00000013010	PFAM:PF00753
PLSCT00000008122	PFAM:PF00232
PLSCT00000017421	PFAM:PF00538
PLSCT00000003764	PFAM:PF00282
PLSCT00000002979	PFAM:PF02146
PLSCT00000005099	PFAM:PF00005,PFAM:PF12848
PLSCT00000001059	PFAM:PF00534,PFAM:PF00862
PLSCT00000005250	PFAM:PF03162
PLSCT00000000274	PFAM:PF00654
PLSCT00000014737	PFAM:PF02368
PLSCT00000018378	PFAM:PF10609
PLSCT00000016772	PFAM:PF03097,PFAM:PF13949
PLSCT00000013282	PFAM:PF12070
PLSCT00000006406	PFAM:PF13242
PLSCT00000021055	PFAM:PF00107
PLSCT00000003112	PFAM:PF06419
PLSCT00000015054	PFAM:PF01857,PFAM:PF01858,PFAM:PF11934
PLSCT00000020558	PFAM:PF00225
PLSCT00000001456	PFAM:PF01980
PLSCT00000000246	PFAM:PF03358
PLSCT00000021593	PFAM:PF05303,PFAM:PF13236
PLSCT00000020815	PFAM:PF03168
PLSCT00000008058	PFAM:PF03378,PFAM:PF03810,PFAM:PF08506
PLSCT00000019231	PFAM:PF00069
PLSCT00000002714	PFAM:PF12697
PLSCT00000002759	PFAM:PF00708
PLSCT00000020343	PFAM:PF00173
PLSCT00000001848	PFAM:PF03094
PLSCT00000004053	PFAM:PF00067
PLSCT00000002968	PFAM:PF07714
PLSCT00000006949	PFAM:PF00657
PLSCT00000005641	PFAM:PF01535,PFAM:PF13041,PFAM:PF13812
PLSCT00000005587	PFAM:PF00221
PLSCT00000007978	PFAM:PF00069
PLSCT00000013640	PFAM:PF02263,PFAM:PF02841
PLSCT00000000467	PFAM:PF00928
PLSCT00000012848	PFAM:PF00400
PLSCT00000011892	PFAM:PF10475
PLSCT00000004047	PFAM:PF03835,PFAM:PF10403,PFAM:PF10404,PFAM:PF10405
PLSCT00000020946	PFAM:PF00538
PLSCT00000017157	PFAM:PF09531
PLSCT00000010686	PFAM:PF00155
PLSCT00000011999	PFAM:PF04774,PFAM:PF09598
PLSCT00000007110	PFAM:PF00270,PFAM:PF00271
PLSCT00000002561	PFAM:PF00221
PLSCT00000008761	PFAM:PF00582
PLSCT00000005627	PFAM:PF07393
PLSCT00000000251	PFAM:PF00400
PLSCT00000010407	PFAM:PF11708
PLSCT00000009137	PFAM:PF00443
PLSCT00000014623	PFAM:PF03016
PLSCT00000010920	PFAM:PF00450
PLSCT00000004821	PFAM:PF03109
PLSCT00000020803	PFAM:PF01095
PLSCT00000018566	PFAM:PF08448
PLSCT00000008747	PFAM:PF04607,PFAM:PF13202,PFAM:PF13328
PLSCT00000012233	PFAM:PF11894
PLSCT00000016799	PFAM:PF02544
PLSCT00000011722	PFAM:PF00069
PLSCT00000006560	PFAM:PF00072,PFAM:PF00249
PLSCT00000002262	PFAM:PF01357,PFAM:PF03330
PLSCT00000002962	PFAM:PF00011
PLSCT00000001164	PFAM:PF00347
PLSCT00000018021	PFAM:PF00076,PFAM:PF12353
PLSCT00000003278	PFAM:PF05071
PLSCT00000014321	PFAM:PF13086,PFAM:PF13087
PLSCT00000002266	PFAM:PF09416,PFAM:PF13086,PFAM:PF13087
PLSCT00000017267	PFAM:PF10075
PLSCT00000012020	PFAM:PF13428
PLSCT00000020590	PFAM:PF13019
PLSCT00000009387	PFAM:PF01357,PFAM:PF03330
PLSCT00000008753	PFAM:PF02620
PLSCT00000020243	PFAM:PF04755
PLSCT00000008385	PFAM:PF00248
PLSCT00000012121	PFAM:PF12579
PLSCT00000004014	PFAM:PF02365
PLSCT00000019303	PFAM:PF05670
PLSCT00000015888	PFAM:PF00179
PLSCT00000013528	PFAM:PF04398
PLSCT00000006942	PFAM:PF00884
PLSCT00000015588	PFAM:PF14559
PLSCT00000007188	PFAM:PF01128
PLSCT00000015504	PFAM:PF03195
PLSCT00000020797	PFAM:PF03133
PLSCT00000003852	PFAM:PF13419
PLSCT00000001125	PFAM:PF00107,PFAM:PF08240
PLSCT00000019471	PFAM:PF09138
PLSCT00000009438	PFAM:PF07814
PLSCT00000019514	PFAM:PF01738
PLSCT00000009054	PFAM:PF13839,PFAM:PF14416
PLSCT00000019029	PFAM:PF06741
PLSCT00000011575	PFAM:PF00085
PLSCT00000005594	PFAM:PF00899
PLSCT00000004642	PFAM:PF13410,PFAM:PF13417
PLSCT00000018118	PFAM:PF00004,PFAM:PF02861
PLSCT00000017560	PFAM:PF01676
PLSCT00000019082	PFAM:PF04810,PFAM:PF04811
PLSCT00000016043	PFAM:PF02325
PLSCT00000010107	PFAM:PF00005
PLSCT00000010982	PFAM:PF02091,PFAM:PF02092
PLSCT00000016393	PFAM:PF01814,PFAM:PF05495,PFAM:PF13639,PFAM:PF14599
PLSCT00000015240	PFAM:PF04535
PLSCT00000012039	PFAM:PF04535
PLSCT00000012911	PFAM:PF00083
PLSCT00000015469	PFAM:PF00202
PLSCT00000007023	PFAM:PF16495
PLSCT00000002461	PFAM:PF07714
PLSCT00000016679	PFAM:PF13516
PLSCT00000000948	PFAM:PF01266
PLSCT00000011355	PFAM:PF01699
PLSCT00000008742	PFAM:PF04182
PLSCT00000009117	PFAM:PF07738
PLSCT00000013369	PFAM:PF06813
PLSCT00000015203	PFAM:PF01535,PFAM:PF13041,PFAM:PF13812,PFAM:PF17177
PLSCT00000001784	PFAM:PF04832
PLSCT00000019109	PFAM:PF04112
PLSCT00000007014	PFAM:PF00847
PLSCT00000005314	PFAM:PF01851
PLSCT00000006564	PFAM:PF00627,PFAM:PF00632,PFAM:PF06012,PFAM:PF06025,PFAM:PF14377
PLSCT00000018764	PFAM:PF06026
PLSCT00000001429	PFAM:PF00085
PLSCT00000021165	PFAM:PF08547
PLSCT00000014195	PFAM:PF09786
PLSCT00000011266	PFAM:PF01026
PLSCT00000001049	PFAM:PF01909
PLSCT00000020697	PFAM:PF08142
PLSCT00000020700	PFAM:PF00004,PFAM:PF09336
PLSCT00000013895	PFAM:PF07714
PLSCT00000007631	PFAM:PF00637,PFAM:PF01394,PFAM:PF09268,PFAM:PF13838
PLSCT00000005158	PFAM:PF07646,PFAM:PF13422,PFAM:PF13964
PLSCT00000004556	PFAM:PF00072,PFAM:PF02518
PLSCT00000007449	PFAM:PF00083
PLSCT00000007769	PFAM:PF04765
PLSCT00000009448	PFAM:PF12937
PLSCT00000014296	PFAM:PF00400
PLSCT00000014633	PFAM:PF00450
PLSCT00000006805	PFAM:PF01535,PFAM:PF13041,PFAM:PF13812
PLSCT00000017854	PFAM:PF13432
PLSCT00000003005	PFAM:PF00141
PLSCT00000018034	PFAM:PF00271,PFAM:PF04408,PFAM:PF07717
PLSCT00000019469	PFAM:PF03463,PFAM:PF03464
PLSCT00000008700	PFAM:PF03473
PLSCT00000001196	PFAM:PF00639
PLSCT00000008888	PFAM:PF00854
PLSCT00000019842	PFAM:PF06650
PLSCT00000016945	PFAM:PF00069,PFAM:PF13499
PLSCT00000004552	PFAM:PF01151
PLSCT00000001637	PFAM:PF17098
PLSCT00000017373	PFAM:PF01990
PLSCT00000013674	PFAM:PF08613
PLSCT00000007853	PFAM:PF00389,PFAM:PF01842,PFAM:PF02826
PLSCT00000015969	PFAM:PF00227,PFAM:PF10584
PLSCT00000004956	PFAM:PF04564
PLSCT00000019808	PFAM:PF00494
PLSCT00000005712	PFAM:PF00046,PFAM:PF02183
PLSCT00000020436	PFAM:PF00664
PLSCT00000005710	PFAM:PF16113
PLSCT00000004705	PFAM:PF14542
PLSCT00000006214	PFAM:PF10260
PLSCT00000006987	PFAM:PF00023,PFAM:PF00887,PFAM:PF12796
PLSCT00000002944	PFAM:PF00005,PFAM:PF12698
PLSCT00000020993	PFAM:PF00639
PLSCT00000011777	PFAM:PF14555
PLSCT00000009969	PFAM:PF00226
PLSCT00000015000	PFAM:PF05641
PLSCT00000013938	PFAM:PF16656
PLSCT00000001874	PFAM:PF00006
PLSCT00000009215	PFAM:PF03016
PLSCT00000008672	PFAM:PF01090
PLSCT00000021515	PFAM:PF00125
PLSCT00000008489	PFAM:PF04832
PLSCT00000005901	PFAM:PF00571
PLSCT00000016968	PFAM:PF00561
PLSCT00000005260	PFAM:PF01494
PLSCT00000012025	PFAM:PF13428
PLSCT00000003806	PFAM:PF00766,PFAM:PF01012
PLSCT00000011861	PFAM:PF00485,PFAM:PF14681
PLSCT00000005559	PFAM:PF00085
PLSCT00000011763	PFAM:PF00355,PFAM:PF02921
PLSCT00000016979	PFAM:PF02263
PLSCT00000017675	PFAM:PF00069
PLSCT00000018734	PFAM:PF05875
PLSCT00000013294	PFAM:PF02606
PLSCT00000005642	PFAM:PF03399
PLSCT00000003524	PFAM:PF01163
PLSCT00000003611	PFAM:PF13639
PLSCT00000003620	PFAM:PF03099
PLSCT00000009081	PFAM:PF16135
PLSCT00000021361	PFAM:PF03105
PLSCT00000010867	PFAM:PF13347
PLSCT00000008214	PFAM:PF01535,PFAM:PF03161,PFAM:PF13041,PFAM:PF17177
PLSCT00000013127	PFAM:PF00069,PFAM:PF07714
PLSCT00000003956	PFAM:PF00501
PLSCT00000021492	PFAM:PF00262
PLSCT00000007630	PFAM:PF00501,PFAM:PF13193
PLSCT00000007693	PFAM:PF01398,PFAM:PF13012
PLSCT00000013395	PFAM:PF00071
PLSCT00000007028	PFAM:PF03141
PLSCT00000020959	PFAM:PF00570,PFAM:PF09382
PLSCT00000019087	PFAM:PF03602
PLSCT00000013051	PFAM:PF03190
PLSCT00000001518	PFAM:PF13041
PLSCT00000001985	PFAM:PF04502
PLSCT00000016875	PFAM:PF00067
PLSCT00000007200	PFAM:PF00069,PFAM:PF03822
PLSCT00000014556	PFAM:PF00069
PLSCT00000014677	PFAM:PF01412
PLSCT00000019612	PFAM:PF00400
PLSCT00000002747	PFAM:PF00928
PLSCT00000013744	PFAM:PF00091
PLSCT00000001727	PFAM:PF01062
PLSCT00000006873	PFAM:PF02441
PLSCT00000011299	PFAM:PF01264
PLSCT00000010921	PFAM:PF00450
PLSCT00000020807	PFAM:PF13329
PLSCT00000012965	PFAM:PF00221
PLSCT00000000888	PFAM:PF10250
PLSCT00000003853	PFAM:PF04685,PFAM:PF12215
PLSCT00000016715	PFAM:PF02492,PFAM:PF07683
PLSCT00000020738	PFAM:PF06148
PLSCT00000008134	PFAM:PF04030
PLSCT00000006665	PFAM:PF01055,PFAM:PF13802,PFAM:PF16863
PLSCT00000001759	PFAM:PF00005,PFAM:PF00664
PLSCT00000011601	PFAM:PF12371
PLSCT00000011063	PFAM:PF06200
PLSCT00000015169	PFAM:PF00646,PFAM:PF14299
PLSCT00000003283	PFAM:PF01061
PLSCT00000019956	PFAM:PF00004
PLSCT00000006461	PFAM:PF01095
PLSCT00000010526	PFAM:PF01201
PLSCT00000002029	PFAM:PF00025
PLSCT00000021061	PFAM:PF00009
PLSCT00000015420	PFAM:PF00190
PLSCT00000003044	PFAM:PF13202,PFAM:PF13499
PLSCT00000007913	PFAM:PF13419
PLSCT00000018800	PFAM:PF03141
PLSCT00000019765	PFAM:PF00393,PFAM:PF03446
PLSCT00000021631	PFAM:PF00012
PLSCT00000013823	PFAM:PF01643
PLSCT00000019787	PFAM:PF03071
PLSCT00000003034	PFAM:PF01575
PLSCT00000018878	PFAM:PF01095
PLSCT00000006396	PFAM:PF10220
PLSCT00000016151	PFAM:PF00925,PFAM:PF00926
PLSCT00000004041	PFAM:PF00174,PFAM:PF03404
PLSCT00000002123	PFAM:PF00010
PLSCT00000020018	PFAM:PF07992
PLSCT00000015959	PFAM:PF00226
PLSCT00000017372	PFAM:PF03763
PLSCT00000018937	PFAM:PF03222
PLSCT00000011211	PFAM:PF01603
PLSCT00000011712	PFAM:PF00249
PLSCT00000004951	PFAM:PF00106
PLSCT00000005844	PFAM:PF00415
PLSCT00000003486	PFAM:PF09329
PLSCT00000002067	PFAM:PF00248
PLSCT00000019717	PFAM:PF00152,PFAM:PF01336
PLSCT00000014379	PFAM:PF00400,PFAM:PF04003
PLSCT00000005670	PFAM:PF00132
PLSCT00000021382	PFAM:PF00909
PLSCT00000005789	PFAM:PF13855
PLSCT00000004641	PFAM:PF00149,PFAM:PF14008,PFAM:PF16656
PLSCT00000018227	PFAM:PF14541,PFAM:PF14543
PLSCT00000009737	PFAM:PF00005,PFAM:PF01061,PFAM:PF08370,PFAM:PF14510
PLSCT00000015116	PFAM:PF00182,PFAM:PF00187
PLSCT00000003301	PFAM:PF03547
PLSCT00000017261	PFAM:PF01624,PFAM:PF05188,PFAM:PF05190,PFAM:PF05192
PLSCT00000000518	PFAM:PF00483
PLSCT00000019620	PFAM:PF01466,PFAM:PF03931
PLSCT00000005849	PFAM:PF01055
PLSCT00000018293	PFAM:PF02637
PLSCT00000015715	PFAM:PF14744,PFAM:PF14745
PLSCT00000013537	PFAM:PF04062
PLSCT00000019655	PFAM:PF04889
PLSCT00000003774	PFAM:PF00155
PLSCT00000019793	PFAM:PF14204,PFAM:PF17144
PLSCT00000005938	PFAM:PF00332,PFAM:PF07983
PLSCT00000013236	PFAM:PF07714
PLSCT00000016447	PFAM:PF03501
PLSCT00000009891	PFAM:PF03514
PLSCT00000017966	PFAM:PF00400
PLSCT00000005399	PFAM:PF04253
PLSCT00000008535	PFAM:PF11721
PLSCT00000020885	PFAM:PF08450
PLSCT00000009516	PFAM:PF14222,PFAM:PF14225,PFAM:PF14228
PLSCT00000006981	PFAM:PF00719
PLSCT00000017021	PFAM:PF04157
PLSCT00000003791	PFAM:PF01408
PLSCT00000015689	PFAM:PF01239
PLSCT00000012442	PFAM:PF14817
PLSCT00000016792	PFAM:PF05057
PLSCT00000004724	PFAM:PF03152
PLSCT00000007465	PFAM:PF07851
PLSCT00000015077	PFAM:PF03969
PLSCT00000013445	PFAM:PF01095
PLSCT00000006762	PFAM:PF12146
PLSCT00000015772	PFAM:PF00180
PLSCT00000001619	PFAM:PF03254
PLSCT00000009053	PFAM:PF06159
PLSCT00000009280	PFAM:PF13181,PFAM:PF13432
PLSCT00000018080	PFAM:PF02544
PLSCT00000000682	PFAM:PF00122,PFAM:PF13246,PFAM:PF16209,PFAM:PF16212
PLSCT00000004897	PFAM:PF05600
PLSCT00000011280	PFAM:PF00187
PLSCT00000012615	PFAM:PF00171
PLSCT00000008853	PFAM:PF00076
PLSCT00000018107	PFAM:PF13857
PLSCT00000009228	PFAM:PF01583
PLSCT00000012581	PFAM:PF00153
PLSCT00000019294	PFAM:PF00464
PLSCT00000002791	PFAM:PF03676
PLSCT00000010363	PFAM:PF00337,PFAM:PF01762
PLSCT00000012814	PFAM:PF13621
PLSCT00000012466	PFAM:PF08240
PLSCT00000017140	PFAM:PF00069
PLSCT00000017370	PFAM:PF03514
PLSCT00000008949	PFAM:PF04561,PFAM:PF04563
PLSCT00000013901	PFAM:PF01266
PLSCT00000004954	PFAM:PF02042
PLSCT00000020266	PFAM:PF01694
PLSCT00000004758	PFAM:PF00569,PFAM:PF13764
PLSCT00000001841	PFAM:PF00415
PLSCT00000011649	PFAM:PF01979
PLSCT00000017001	PFAM:PF12763
PLSCT00000012169	PFAM:PF00176,PFAM:PF00271,PFAM:PF07443
PLSCT00000002377	PFAM:PF02996
PLSCT00000014682	PFAM:PF06026
PLSCT00000005655	PFAM:PF01992
PLSCT00000018442	PFAM:PF01388
PLSCT00000009851	PFAM:PF03643
PLSCT00000004095	PFAM:PF07970,PFAM:PF13850
PLSCT00000007852	PFAM:PF00067
PLSCT00000012417	PFAM:PF04303
PLSCT00000019217	PFAM:PF03951
PLSCT00000004964	PFAM:PF04937
PLSCT00000009281	PFAM:PF13181,PFAM:PF13432
PLSCT00000003785	PFAM:PF02466
PLSCT00000010603	PFAM:PF00258
PLSCT00000005724	PFAM:PF00481
PLSCT00000012144	PFAM:PF08263,PFAM:PF13516,PFAM:PF13855
PLSCT00000020824	PFAM:PF13086
PLSCT00000012745	PFAM:PF01106,PFAM:PF08712
PLSCT00000019861	PFAM:PF07714
PLSCT00000012610	PFAM:PF00696,PFAM:PF00742,PFAM:PF01842,PFAM:PF03447
PLSCT00000015545	PFAM:PF00675,PFAM:PF05193
PLSCT00000006615	PFAM:PF00069,PFAM:PF03822
PLSCT00000013540	PFAM:PF04339
PLSCT00000000569	PFAM:PF13725
PLSCT00000012076	PFAM:PF00069
PLSCT00000015530	PFAM:PF02854,PFAM:PF09088,PFAM:PF09090
PLSCT00000009790	PFAM:PF00005
PLSCT00000005025	PFAM:PF00076,PFAM:PF01805,PFAM:PF08312
PLSCT00000009414	PFAM:PF03188,PFAM:PF03351
PLSCT00000005880	PFAM:PF05175
PLSCT00000001048	PFAM:PF00121
PLSCT00000007844	PFAM:PF00253
PLSCT00000000775	PFAM:PF00294
PLSCT00000010549	PFAM:PF00623,PFAM:PF04983,PFAM:PF04990,PFAM:PF04992,PFAM:PF04997,PFAM:PF04998,PFAM:PF05000,PFAM:PF05001
PLSCT00000001735	PFAM:PF00504
PLSCT00000000810	PFAM:PF04561,PFAM:PF04563
PLSCT00000018656	PFAM:PF00240,PFAM:PF01599
PLSCT00000020712	PFAM:PF02195
PLSCT00000006979	PFAM:PF00026,PFAM:PF03489,PFAM:PF05184
PLSCT00000011335	PFAM:PF01095
PLSCT00000006907	PFAM:PF12706
PLSCT00000016543	PFAM:PF00856,PFAM:PF09273
PLSCT00000001593	PFAM:PF05212
PLSCT00000019468	PFAM:PF01762
PLSCT00000008938	PFAM:PF01000,PFAM:PF01193
PLSCT00000006393	PFAM:PF05116
PLSCT00000005984	PFAM:PF00270,PFAM:PF00271,PFAM:PF09369
PLSCT00000000254	PFAM:PF02298
PLSCT00000006365	PFAM:PF03054
PLSCT00000015087	PFAM:PF07576,PFAM:PF13639
PLSCT00000017824	PFAM:PF02485
PLSCT00000006656	PFAM:PF00570
PLSCT00000002554	PFAM:PF07883
PLSCT00000003715	PFAM:PF07534
PLSCT00000020337	PFAM:PF00953
PLSCT00000017215	PFAM:PF04725
PLSCT00000017626	PFAM:PF00069
PLSCT00000014820	PFAM:PF01174
PLSCT00000017258	PFAM:PF12854,PFAM:PF13041,PFAM:PF13812
PLSCT00000016184	PFAM:PF00627
PLSCT00000008902	PFAM:PF08423
PLSCT00000008415	PFAM:PF00394,PFAM:PF07731,PFAM:PF07732
PLSCT00000008167	PFAM:PF01593
PLSCT00000007790	PFAM:PF08318
PLSCT00000017244	PFAM:PF02769,PFAM:PF13507
PLSCT00000010774	PFAM:PF00439
PLSCT00000015158	PFAM:PF00626,PFAM:PF04811,PFAM:PF04815,PFAM:PF08033
PLSCT00000012362	PFAM:PF01764,PFAM:PF03893
PLSCT00000016766	PFAM:PF00221
PLSCT00000018729	PFAM:PF11998
PLSCT00000005965	PFAM:PF00044,PFAM:PF02800
PLSCT00000003351	PFAM:PF10250
PLSCT00000009885	PFAM:PF04515
PLSCT00000004232	PFAM:PF01025
PLSCT00000017692	PFAM:PF03169
PLSCT00000019883	PFAM:PF02791
PLSCT00000019147	PFAM:PF00573,PFAM:PF14374
PLSCT00000001696	PFAM:PF00005,PFAM:PF00664
PLSCT00000009580	PFAM:PF01248
PLSCT00000017905	PFAM:PF09353
PLSCT00000003331	PFAM:PF13460
PLSCT00000004890	PFAM:PF00962
PLSCT00000001623	PFAM:PF00275
PLSCT00000008818	PFAM:PF02714,PFAM:PF14703
PLSCT00000014770	PFAM:PF07992
PLSCT00000012611	PFAM:PF05625
PLSCT00000020331	PFAM:PF04280
PLSCT00000002510	PFAM:PF04072
PLSCT00000005435	PFAM:PF00106
PLSCT00000012306	PFAM:PF00850
PLSCT00000009496	PFAM:PF13662
PLSCT00000015576	PFAM:PF02518
PLSCT00000018208	PFAM:PF12680
PLSCT00000014963	PFAM:PF14429
PLSCT00000001035	PFAM:PF16178
PLSCT00000008391	PFAM:PF02141,PFAM:PF03456
PLSCT00000021164	PFAM:PF00651
PLSCT00000013863	PFAM:PF01633
PLSCT00000016864	PFAM:PF01535,PFAM:PF13041,PFAM:PF14432
PLSCT00000006819	PFAM:PF00627,PFAM:PF09280
PLSCT00000020510	PFAM:PF01055,PFAM:PF13802
PLSCT00000015206	PFAM:PF01535,PFAM:PF13041,PFAM:PF13812
PLSCT00000019047	PFAM:PF01509
PLSCT00000007585	PFAM:PF05903
PLSCT00000015359	PFAM:PF00225
PLSCT00000012997	PFAM:PF09415
PLSCT00000016876	PFAM:PF03669
PLSCT00000020528	PFAM:PF16953,PFAM:PF17177
PLSCT00000016660	PFAM:PF00560,PFAM:PF13855
PLSCT00000005299	PFAM:PF03493
PLSCT00000006371	PFAM:PF04506
PLSCT00000019997	PFAM:PF00400
PLSCT00000013843	PFAM:PF15247
PLSCT00000007190	PFAM:PF01636,PFAM:PF03109
PLSCT00000006359	PFAM:PF10607,PFAM:PF13445
PLSCT00000002324	PFAM:PF08231
PLSCT00000020060	PFAM:PF03727
PLSCT00000017094	PFAM:PF03031
PLSCT00000019443	PFAM:PF02845
PLSCT00000018702	PFAM:PF05239
PLSCT00000013020	PFAM:PF00082,PFAM:PF02225,PFAM:PF05922
PLSCT00000003146	PFAM:PF01210,PFAM:PF07479
PLSCT00000019659	PFAM:PF00923
PLSCT00000019241	PFAM:PF11891
PLSCT00000001917	PFAM:PF06695
PLSCT00000003169	PFAM:PF00069
PLSCT00000016362	PFAM:PF13855
PLSCT00000015085	PFAM:PF02148,PFAM:PF07576,PFAM:PF13639
PLSCT00000017868	PFAM:PF03571
PLSCT00000005533	PFAM:PF00010
PLSCT00000002960	PFAM:PF13639
PLSCT00000004517	PFAM:PF04857
PLSCT00000010615	PFAM:PF00365
PLSCT00000001494	PFAM:PF03962
PLSCT00000015524	PFAM:PF00534,PFAM:PF13439
PLSCT00000017017	PFAM:PF00224,PFAM:PF02887
PLSCT00000019167	PFAM:PF01485
PLSCT00000019554	PFAM:PF01937,PFAM:PF03630
PLSCT00000017835	PFAM:PF02364
PLSCT00000016904	PFAM:PF00153
PLSCT00000000315	PFAM:PF01625
PLSCT00000007263	PFAM:PF00069
PLSCT00000013253	PFAM:PF01027
PLSCT00000019001	PFAM:PF02582
PLSCT00000018693	PFAM:PF00122,PFAM:PF00689,PFAM:PF00690,PFAM:PF00702
PLSCT00000009062	PFAM:PF00111
PLSCT00000011308	PFAM:PF00657
PLSCT00000009821	PFAM:PF06963
PLSCT00000019891	PFAM:PF04819
PLSCT00000011564	PFAM:PF10347,PFAM:PF10351
PLSCT00000012329	PFAM:PF01015
PLSCT00000003210	PFAM:PF07500,PFAM:PF07744
PLSCT00000009799	PFAM:PF01569
PLSCT00000004703	PFAM:PF00514,PFAM:PF04564
PLSCT00000015634	PFAM:PF15044
PLSCT00000001557	PFAM:PF02469
PLSCT00000010040	PFAM:PF00759
PLSCT00000010570	PFAM:PF01565
PLSCT00000013131	PFAM:PF00179
PLSCT00000001575	PFAM:PF11152
PLSCT00000003056	PFAM:PF00285
PLSCT00000010491	PFAM:PF13088
PLSCT00000016204	PFAM:PF04641
PLSCT00000015368	PFAM:PF00168
PLSCT00000006414	PFAM:PF07690
PLSCT00000011896	PFAM:PF07714
PLSCT00000018329	PFAM:PF00069
PLSCT00000001947	PFAM:PF01490
PLSCT00000006230	PFAM:PF01699
PLSCT00000006488	PFAM:PF03168
PLSCT00000020805	PFAM:PF02338
PLSCT00000014715	PFAM:PF01142
PLSCT00000020376	PFAM:PF02517
PLSCT00000005540	PFAM:PF00134,PFAM:PF02984
PLSCT00000007702	PFAM:PF12899
PLSCT00000019803	PFAM:PF00226
PLSCT00000010685	PFAM:PF00155
PLSCT00000017260	PFAM:PF00400
PLSCT00000010387	PFAM:PF02990
PLSCT00000003342	PFAM:PF01294
PLSCT00000010346	PFAM:PF00166
PLSCT00000000759	PFAM:PF03399
PLSCT00000017919	PFAM:PF01734
PLSCT00000014348	PFAM:PF00166
PLSCT00000010399	PFAM:PF04057,PFAM:PF08646
PLSCT00000021354	PFAM:PF04615
PLSCT00000010555	PFAM:PF00043,PFAM:PF02798
PLSCT00000003130	PFAM:PF02537
PLSCT00000010829	PFAM:PF00646
PLSCT00000008607	PFAM:PF13920
PLSCT00000014596	PFAM:PF00069,PFAM:PF00931
PLSCT00000017138	PFAM:PF08263
PLSCT00000021596	PFAM:PF13520
PLSCT00000015473	PFAM:PF04000
PLSCT00000011131	PFAM:PF01641
PLSCT00000010695	PFAM:PF00201
PLSCT00000020703	PFAM:PF05116
PLSCT00000005478	PFAM:PF00155
PLSCT00000020225	PFAM:PF06427
PLSCT00000004337	PFAM:PF14580
PLSCT00000011746	PFAM:PF00687
PLSCT00000016579	PFAM:PF01207
PLSCT00000004521	PFAM:PF05603
PLSCT00000013263	PFAM:PF03969
PLSCT00000015575	PFAM:PF00360,PFAM:PF01590,PFAM:PF08446
PLSCT00000021644	PFAM:PF00512,PFAM:PF00989
PLSCT00000020345	PFAM:PF01095
PLSCT00000015854	PFAM:PF00293,PFAM:PF03571
PLSCT00000014426	PFAM:PF00160
PLSCT00000017597	PFAM:PF00899
PLSCT00000003251	PFAM:PF00067
PLSCT00000000867	PFAM:PF00459
PLSCT00000014222	PFAM:PF00956
PLSCT00000006216	PFAM:PF00071
PLSCT00000012538	PFAM:PF00262
PLSCT00000009130	PFAM:PF00204,PFAM:PF02518
PLSCT00000021447	PFAM:PF02362,PFAM:PF06507
PLSCT00000013816	PFAM:PF00320
PLSCT00000016469	PFAM:PF10262
PLSCT00000020083	PFAM:PF00587
PLSCT00000001276	PFAM:PF05495,PFAM:PF13445,PFAM:PF14599
PLSCT00000002556	PFAM:PF01546,PFAM:PF07687
PLSCT00000011552	PFAM:PF01344,PFAM:PF13415,PFAM:PF13418
PLSCT00000002311	PFAM:PF00289,PFAM:PF02786
PLSCT00000010930	PFAM:PF01661,PFAM:PF10283,PFAM:PF11969,PFAM:PF13671,PFAM:PF16278
PLSCT00000015130	PFAM:PF08263,PFAM:PF13855
PLSCT00000003727	PFAM:PF00069
PLSCT00000016459	PFAM:PF03367
PLSCT00000016337	PFAM:PF02670,PFAM:PF08436,PFAM:PF13288
PLSCT00000004527	PFAM:PF01191,PFAM:PF03871
PLSCT00000002286	PFAM:PF13890
PLSCT00000009138	PFAM:PF04725
PLSCT00000008099	PFAM:PF00400,PFAM:PF08145
PLSCT00000019546	PFAM:PF09753
PLSCT00000009465	PFAM:PF11911
PLSCT00000011926	PFAM:PF10250
PLSCT00000017273	PFAM:PF03055
PLSCT00000004445	PFAM:PF04371
PLSCT00000017142	PFAM:PF01053
PLSCT00000002288	PFAM:PF00787
PLSCT00000002143	PFAM:PF00561
PLSCT00000021219	PFAM:PF14870
PLSCT00000006526	PFAM:PF01015
PLSCT00000010321	PFAM:PF02622
PLSCT00000010839	PFAM:PF00069
PLSCT00000018381	PFAM:PF01786
PLSCT00000012804	PFAM:PF09763
PLSCT00000008168	PFAM:PF06862
PLSCT00000007854	PFAM:PF01798,PFAM:PF08156
PLSCT00000000199	PFAM:PF13921
PLSCT00000002564	PFAM:PF07521,PFAM:PF10996,PFAM:PF16661
PLSCT00000003575	PFAM:PF00170
PLSCT00000016865	PFAM:PF00240,PFAM:PF12157
PLSCT00000020839	PFAM:PF01055,PFAM:PF13802,PFAM:PF16863
PLSCT00000017663	PFAM:PF16213
PLSCT00000018634	PFAM:PF00004,PFAM:PF08542
PLSCT00000010191	PFAM:PF00122,PFAM:PF00403,PFAM:PF00702
